id,school_id,constituent_id,activity_type,activity_name,role,start_year,end_year,record_source
1133,1,16798,Club,Entrepreneurship Club,,2002,2004,crm_import
1134,1,1533,Club,Entrepreneurship Club,,,,online
1135,1,11963,Club,Entrepreneurship Club,,2007,2009,crm_import
1136,1,9520,Club,Entrepreneurship Club,,,,crm_import
1137,1,4644,Club,Entrepreneurship Club,,,,online
1138,1,14514,Club,Entrepreneurship Club,,,,crm_import
1139,1,14456,Club,Entrepreneurship Club,,,,online
1140,1,873,Club,Entrepreneurship Club,,1970,1974,crm_import
1141,1,5117,Club,Entrepreneurship Club,,,,online
1142,1,18772,Club,Entrepreneurship Club,,1988,1992,crm_import
1143,1,13079,Club,Entrepreneurship Club,,,,advancement_entry
1144,1,10462,Club,Entrepreneurship Club,,,,crm_import
1145,1,14659,Club,Entrepreneurship Club,,,,crm_import
1146,1,10200,Club,Entrepreneurship Club,,,,crm_import
1147,1,6011,Club,Entrepreneurship Club,,2005,2009,crm_import
1148,1,5292,Club,Entrepreneurship Club,,,,advancement_entry
1149,1,4927,Club,Entrepreneurship Club,,2022,2025,advancement_entry
1150,1,14979,Club,Entrepreneurship Club,,2001,2005,advancement_entry
1151,1,19806,Club,Entrepreneurship Club,,1961,1965,crm_import
1152,1,5295,Club,Entrepreneurship Club,,,,crm_import
1153,1,4701,Club,Entrepreneurship Club,,,,crm_import
1154,1,13167,Club,Entrepreneurship Club,,,,crm_import
1155,1,3367,Club,Entrepreneurship Club,,2014,2016,crm_import
1156,1,18046,Club,Entrepreneurship Club,President,,,crm_import
1157,1,12632,Club,Entrepreneurship Club,,,,online
1158,1,1292,Club,Entrepreneurship Club,,2005,2009,crm_import
1159,1,14797,Club,Entrepreneurship Club,,1985,1988,online
1160,1,15998,Club,Entrepreneurship Club,,2021,2024,advancement_entry
1161,1,10261,Club,Entrepreneurship Club,,1976,1979,crm_import
1162,1,2981,Club,Entrepreneurship Club,,,,crm_import
1163,1,16319,Club,Entrepreneurship Club,,2016,2018,crm_import
1164,1,11422,Club,Entrepreneurship Club,,,,crm_import
1165,1,15580,Club,Entrepreneurship Club,,,,online
1166,1,13855,Club,Entrepreneurship Club,,,,crm_import
1167,1,8096,Club,Entrepreneurship Club,,,,crm_import
1168,1,4409,Club,Entrepreneurship Club,,,,crm_import
1169,1,5468,Club,Entrepreneurship Club,,,,crm_import
1170,1,6922,Club,Entrepreneurship Club,,,,crm_import
1171,1,14734,Club,Entrepreneurship Club,,2009,2013,crm_import
1172,1,17347,Club,Entrepreneurship Club,,2025,,crm_import
1173,1,10060,Club,Entrepreneurship Club,,1992,1996,crm_import
1174,1,3643,Club,Entrepreneurship Club,,,,crm_import
1175,1,8422,Club,Entrepreneurship Club,,2014,2016,crm_import
1176,1,13320,Club,Entrepreneurship Club,,,,online
1177,1,12856,Club,Entrepreneurship Club,Treasurer,2003,2006,crm_import
1178,1,4220,Club,Entrepreneurship Club,,,,crm_import
1179,1,3667,Club,Entrepreneurship Club,,,,crm_import
1180,1,7312,Club,Entrepreneurship Club,,1961,1965,crm_import
1181,1,15276,Club,Entrepreneurship Club,,,,crm_import
1182,1,5136,Club,Entrepreneurship Club,,,,online
1183,1,12521,Club,Entrepreneurship Club,,2025,,online
1184,1,790,Club,Entrepreneurship Club,,,,crm_import
1185,1,16562,Club,Entrepreneurship Club,,1987,1991,crm_import
1186,1,5040,Club,Entrepreneurship Club,,,,online
1187,1,9979,Club,Entrepreneurship Club,,2003,2007,crm_import
1188,1,8722,Club,Entrepreneurship Club,President,,,crm_import
1189,1,19830,Club,Entrepreneurship Club,Treasurer,2022,2026,crm_import
1190,1,11858,Club,Entrepreneurship Club,,,,crm_import
1191,1,18194,Club,Entrepreneurship Club,,1958,1961,crm_import
1192,1,895,Club,Entrepreneurship Club,,,,crm_import
1193,1,6811,Club,Entrepreneurship Club,,1983,1985,online
1194,1,12751,Club,Entrepreneurship Club,,,,crm_import
1195,1,15101,Club,Entrepreneurship Club,Treasurer,,,crm_import
1196,1,18284,Club,Entrepreneurship Club,,2022,2026,crm_import
1197,1,1382,Club,Entrepreneurship Club,,,,crm_import
1198,1,15720,Club,Entrepreneurship Club,,,,advancement_entry
1199,1,10532,Club,Entrepreneurship Club,Member Leader,,,crm_import
1200,1,2420,Club,Entrepreneurship Club,,,,crm_import
1201,1,17079,Club,Entrepreneurship Club,,,,crm_import
1202,1,13991,Club,Entrepreneurship Club,,2007,2011,online
1203,1,12981,Club,Entrepreneurship Club,,,,crm_import
1204,1,3062,Club,Entrepreneurship Club,,2012,2015,crm_import
1205,1,16440,Club,Entrepreneurship Club,,,,online
1206,1,19743,Club,Entrepreneurship Club,,,,crm_import
1207,1,10706,Club,Entrepreneurship Club,,,,advancement_entry
1208,1,2807,Club,Entrepreneurship Club,,,,crm_import
1209,1,16323,Club,Entrepreneurship Club,President,1996,2000,crm_import
1210,1,1555,Club,Entrepreneurship Club,Treasurer,,,crm_import
1211,1,8831,Club,Entrepreneurship Club,Treasurer,,,crm_import
1212,1,1756,Club,Entrepreneurship Club,,,,advancement_entry
1213,1,1751,Club,Entrepreneurship Club,,2027,,crm_import
1214,1,7864,Club,Entrepreneurship Club,,2028,,crm_import
1215,1,10395,Club,Entrepreneurship Club,,,,crm_import
1216,1,19190,Club,Entrepreneurship Club,,2027,,online
1217,1,12937,Club,Entrepreneurship Club,,1981,1983,online
1218,1,8307,Club,Entrepreneurship Club,,,,online
1219,1,18927,Club,Entrepreneurship Club,,,,crm_import
1220,1,14116,Club,Entrepreneurship Club,,,,crm_import
1221,1,575,Club,Entrepreneurship Club,,2008,2011,crm_import
1222,1,1014,Club,Entrepreneurship Club,,,,crm_import
1223,1,4021,Club,Entrepreneurship Club,,2014,2017,crm_import
1224,1,16104,Club,Entrepreneurship Club,,,,crm_import
1225,1,16734,Club,Entrepreneurship Club,,,,online
1226,1,9770,Club,Entrepreneurship Club,,2011,2015,crm_import
1227,1,3740,Club,Entrepreneurship Club,,2000,2003,online
1228,1,12519,Club,Entrepreneurship Club,,,,online
1229,1,11479,Club,Entrepreneurship Club,,,,online
1230,1,7379,Club,Entrepreneurship Club,,1998,2002,crm_import
1231,1,19214,Club,Entrepreneurship Club,,2026,,crm_import
1232,1,66,Club,Entrepreneurship Club,,1993,1996,online
1233,1,7022,Club,Entrepreneurship Club,,,,crm_import
1234,1,7141,Club,Entrepreneurship Club,,,,crm_import
1235,1,12476,Club,Entrepreneurship Club,Member Leader,2007,2010,crm_import
1236,1,7966,Club,Entrepreneurship Club,,,,crm_import
1237,1,13054,Club,Entrepreneurship Club,President,,,crm_import
1238,1,11388,Club,Entrepreneurship Club,,,,crm_import
1239,1,17693,Club,Entrepreneurship Club,,,,crm_import
1240,1,4795,Club,Entrepreneurship Club,,,,crm_import
1241,1,11791,Club,Entrepreneurship Club,President,2014,2017,crm_import
1242,1,15248,Club,Entrepreneurship Club,,,,crm_import
1243,1,1670,Club,Entrepreneurship Club,,2002,2005,crm_import
1244,1,18346,Club,Entrepreneurship Club,,1965,1969,advancement_entry
1245,1,1154,Club,Entrepreneurship Club,,,,crm_import
1246,1,6410,Club,Entrepreneurship Club,,,,online
1247,1,4226,Club,Entrepreneurship Club,,1994,1997,crm_import
1248,1,13705,Club,Entrepreneurship Club,,1955,1957,crm_import
1249,1,15295,Club,Entrepreneurship Club,,2007,2011,advancement_entry
1250,1,13517,Club,Entrepreneurship Club,,,,online
1251,1,11954,Club,Entrepreneurship Club,,,,crm_import
1252,1,2393,Club,Entrepreneurship Club,,,,online
1253,1,3593,Club,Entrepreneurship Club,,,,crm_import
1254,1,9301,Club,Entrepreneurship Club,,2013,2016,crm_import
1255,1,1698,Club,Entrepreneurship Club,,,,crm_import
1256,1,9881,Club,Entrepreneurship Club,,1974,1978,online
1257,1,10224,Club,Entrepreneurship Club,Member Leader,,,crm_import
1258,1,19718,Club,Entrepreneurship Club,,1992,1994,crm_import
1259,1,8396,Club,Entrepreneurship Club,,1981,1985,crm_import
1260,1,13432,Club,Entrepreneurship Club,,1999,2002,crm_import
1261,1,18740,Club,Entrepreneurship Club,,,,online
1262,1,8943,Club,Entrepreneurship Club,,,,advancement_entry
1263,1,14467,Club,Entrepreneurship Club,Treasurer,,,crm_import
1264,1,10486,Club,Entrepreneurship Club,,2026,,advancement_entry
1265,1,1379,Club,Entrepreneurship Club,,,,crm_import
1266,1,1189,Club,Entrepreneurship Club,,,,crm_import
1267,1,17516,Club,Entrepreneurship Club,,,,online
1268,1,17495,Club,Entrepreneurship Club,,2016,2018,crm_import
1269,1,18957,Club,Entrepreneurship Club,President,1994,1998,crm_import
1270,1,13294,Club,Entrepreneurship Club,,,,online
1271,1,6084,Club,Entrepreneurship Club,,1980,1982,advancement_entry
1272,1,12387,Club,Entrepreneurship Club,,,,crm_import
1273,1,18833,Club,Entrepreneurship Club,,,,crm_import
1274,1,1329,Club,Entrepreneurship Club,,1996,1998,crm_import
1275,1,5744,Club,Entrepreneurship Club,,,,advancement_entry
1276,1,8139,Club,Entrepreneurship Club,,,,crm_import
1277,1,18302,Club,Entrepreneurship Club,,1996,2000,crm_import
1278,1,2565,Club,Entrepreneurship Club,,,,crm_import
1279,1,6581,Club,Entrepreneurship Club,,,,crm_import
1280,1,13451,Club,Entrepreneurship Club,,2005,2009,online
1281,1,16571,Club,Entrepreneurship Club,,,,crm_import
1282,1,3307,Club,Entrepreneurship Club,,,,crm_import
1283,1,1643,Club,Entrepreneurship Club,,,,crm_import
1284,1,5309,Club,Entrepreneurship Club,,,,crm_import
1285,1,5853,Club,Entrepreneurship Club,,,,crm_import
1286,1,9904,Club,Entrepreneurship Club,,,,crm_import
1287,1,3433,Club,Entrepreneurship Club,,2007,2011,crm_import
1288,1,3538,Club,Entrepreneurship Club,,,,crm_import
1289,1,2534,Club,Entrepreneurship Club,,,,advancement_entry
1290,1,1626,Club,Entrepreneurship Club,,2021,2023,crm_import
1291,1,13031,Club,Entrepreneurship Club,,,,online
1292,1,4154,Club,Entrepreneurship Club,,,,crm_import
1293,1,10336,Club,Entrepreneurship Club,,,,crm_import
1294,1,6033,Club,Entrepreneurship Club,,,,advancement_entry
1295,1,19410,Club,Entrepreneurship Club,,,,online
1296,1,3742,Club,Entrepreneurship Club,,,,online
1297,1,6947,Club,Entrepreneurship Club,,1998,2000,crm_import
1298,1,17188,Club,Entrepreneurship Club,,,,crm_import
1299,1,4023,Club,Entrepreneurship Club,,,,advancement_entry
1300,1,19672,Club,Entrepreneurship Club,,1998,2000,crm_import
1301,1,5454,Club,Entrepreneurship Club,Member Leader,2027,,advancement_entry
1302,1,18443,Club,Entrepreneurship Club,,,,crm_import
1303,1,18489,Club,Entrepreneurship Club,,,,crm_import
1304,1,1083,Club,Entrepreneurship Club,,,,crm_import
1305,1,1677,Club,Entrepreneurship Club,,2010,2012,crm_import
1306,1,19939,Club,Entrepreneurship Club,,,,online
1307,1,345,Club,Entrepreneurship Club,,,,crm_import
1308,1,18171,Club,Entrepreneurship Club,,,,crm_import
1309,1,14034,Club,Entrepreneurship Club,,,,online
1310,1,16229,Club,Entrepreneurship Club,,1999,2003,crm_import
1311,1,6759,Club,Entrepreneurship Club,,,,advancement_entry
1312,1,19901,Club,Entrepreneurship Club,,,,crm_import
1313,1,10575,Club,Entrepreneurship Club,,,,crm_import
1314,1,17763,Club,Entrepreneurship Club,,,,crm_import
1315,1,8958,Club,Entrepreneurship Club,,,,crm_import
1316,1,6278,Club,Entrepreneurship Club,,2008,2010,crm_import
1317,1,2194,Club,Entrepreneurship Club,,,,crm_import
1318,1,9620,Club,Entrepreneurship Club,,1987,1991,online
1319,1,1958,Club,Entrepreneurship Club,,2024,,crm_import
1320,1,11058,Club,Entrepreneurship Club,,,,crm_import
1321,1,3586,Club,Entrepreneurship Club,,2008,2012,online
1322,1,13071,Club,Entrepreneurship Club,,,,crm_import
1323,1,1647,Club,Entrepreneurship Club,,,,crm_import
1324,1,13235,Club,Entrepreneurship Club,,,,online
1325,1,16376,Club,Entrepreneurship Club,,1970,1974,crm_import
1326,1,14425,Club,Entrepreneurship Club,,,,online
1327,1,12152,Club,Entrepreneurship Club,Treasurer,2006,2008,crm_import
1328,1,17301,Club,Entrepreneurship Club,,1987,1989,online
1329,1,13169,Club,Entrepreneurship Club,,,,crm_import
1330,1,4028,Club,Entrepreneurship Club,,1997,1999,crm_import
1331,1,13109,Club,Entrepreneurship Club,Member Leader,,,crm_import
1332,1,15345,Club,Entrepreneurship Club,,,,crm_import
1333,1,16754,Club,Entrepreneurship Club,,,,crm_import
1334,1,1176,Club,Entrepreneurship Club,Member Leader,,,crm_import
1335,1,6270,Club,Entrepreneurship Club,,1998,2000,online
1336,1,4548,Club,Entrepreneurship Club,,2025,,advancement_entry
1337,1,2450,Club,Entrepreneurship Club,,,,crm_import
1338,1,15227,Club,Entrepreneurship Club,,,,crm_import
1339,1,5284,Club,Entrepreneurship Club,,2026,,crm_import
1340,1,12932,Club,Entrepreneurship Club,,2005,2008,crm_import
1341,1,14393,Club,Entrepreneurship Club,,,,online
1342,1,9329,Club,Entrepreneurship Club,,,,advancement_entry
1343,1,13383,Club,Entrepreneurship Club,,,,crm_import
1344,1,14096,Club,Entrepreneurship Club,,,,crm_import
1345,1,16028,Club,Entrepreneurship Club,Member Leader,,,crm_import
1346,1,3254,Club,Entrepreneurship Club,President,1978,1981,advancement_entry
1347,1,10148,Club,Entrepreneurship Club,Treasurer,,,crm_import
1348,1,1997,Club,Entrepreneurship Club,Treasurer,,,online
1349,1,17076,Club,Entrepreneurship Club,,2025,,crm_import
1350,1,18695,Club,Entrepreneurship Club,,,,online
1351,1,7706,Club,Entrepreneurship Club,Member Leader,,,crm_import
1352,1,11732,Club,Entrepreneurship Club,,,,crm_import
1353,1,5859,Club,Entrepreneurship Club,,,,crm_import
1354,1,8284,Club,Entrepreneurship Club,,,,crm_import
1355,1,7908,Club,Entrepreneurship Club,,,,crm_import
1356,1,16999,Club,Entrepreneurship Club,,,,crm_import
1357,1,8947,Club,Entrepreneurship Club,Treasurer,,,crm_import
1358,1,18836,Club,Entrepreneurship Club,,,,crm_import
1359,1,13743,Club,Entrepreneurship Club,,,,crm_import
1360,1,6145,Club,Entrepreneurship Club,,,,crm_import
1361,1,9048,Club,Robotics Club,,,,crm_import
1362,1,3048,Club,Robotics Club,Member Leader,,,crm_import
1363,1,18871,Club,Robotics Club,,2026,,online
1364,1,13171,Club,Robotics Club,,,,crm_import
1365,1,6924,Club,Robotics Club,,1976,1980,advancement_entry
1366,1,5006,Club,Robotics Club,,,,crm_import
1367,1,15239,Club,Robotics Club,,2025,,advancement_entry
1368,1,18924,Club,Robotics Club,,,,crm_import
1369,1,10471,Club,Robotics Club,,1950,1952,crm_import
1370,1,16319,Club,Robotics Club,,2014,2018,crm_import
1371,1,1752,Club,Robotics Club,,,,crm_import
1372,1,6648,Club,Robotics Club,President,,,online
1373,1,7375,Club,Robotics Club,,,,crm_import
1374,1,11552,Club,Robotics Club,,,,crm_import
1375,1,14172,Club,Robotics Club,,,,advancement_entry
1376,1,14678,Club,Robotics Club,,2025,,online
1377,1,16305,Club,Robotics Club,,2026,,crm_import
1378,1,13701,Club,Robotics Club,,,,online
1379,1,17207,Club,Robotics Club,,,,online
1380,1,19717,Club,Robotics Club,,,,online
1381,1,13053,Club,Robotics Club,President,1992,1994,online
1382,1,513,Club,Robotics Club,,2011,2015,crm_import
1383,1,16836,Club,Robotics Club,,,,online
1384,1,9588,Club,Robotics Club,,,,crm_import
1385,1,3527,Club,Robotics Club,,,,online
1386,1,793,Club,Robotics Club,,1974,1976,crm_import
1387,1,6625,Club,Robotics Club,,,,crm_import
1388,1,13901,Club,Robotics Club,,1997,1999,crm_import
1389,1,13935,Club,Robotics Club,,,,crm_import
1390,1,10110,Club,Robotics Club,,,,crm_import
1391,1,8040,Club,Robotics Club,,,,advancement_entry
1392,1,14831,Club,Robotics Club,,,,crm_import
1393,1,11256,Club,Robotics Club,,,,crm_import
1394,1,18335,Club,Robotics Club,,2008,2011,crm_import
1395,1,11125,Club,Robotics Club,,,,advancement_entry
1396,1,13660,Club,Robotics Club,,,,advancement_entry
1397,1,19127,Club,Robotics Club,,,,crm_import
1398,1,2959,Club,Robotics Club,,2012,2014,crm_import
1399,1,16027,Club,Robotics Club,,2012,2016,crm_import
1400,1,9024,Club,Robotics Club,,,,crm_import
1401,1,14106,Club,Robotics Club,,,,crm_import
1402,1,18246,Club,Robotics Club,,,,crm_import
1403,1,17431,Club,Robotics Club,Treasurer,2010,2012,online
1404,1,19381,Club,Robotics Club,,2028,,online
1405,1,5281,Club,Robotics Club,,,,crm_import
1406,1,18833,Club,Robotics Club,,,,crm_import
1407,1,3900,Club,Robotics Club,,,,online
1408,1,11178,Club,Robotics Club,,2017,2021,crm_import
1409,1,12361,Club,Robotics Club,,,,online
1410,1,18530,Club,Robotics Club,,,,online
1411,1,11430,Club,Robotics Club,Treasurer,1949,1953,online
1412,1,251,Club,Robotics Club,,,,crm_import
1413,1,5124,Club,Robotics Club,,1973,1975,crm_import
1414,1,16212,Club,Robotics Club,,1995,1999,advancement_entry
1415,1,8720,Club,Robotics Club,,,,crm_import
1416,1,9335,Club,Robotics Club,,,,crm_import
1417,1,1209,Club,Robotics Club,,,,crm_import
1418,1,636,Club,Robotics Club,President,,,online
1419,1,14680,Club,Robotics Club,,2027,,crm_import
1420,1,15112,Club,Robotics Club,,,,crm_import
1421,1,14266,Club,Robotics Club,,1986,1989,crm_import
1422,1,15851,Club,Robotics Club,President,2022,2025,crm_import
1423,1,15171,Club,Robotics Club,,,,advancement_entry
1424,1,1533,Club,Robotics Club,,,,online
1425,1,15773,Club,Robotics Club,,,,online
1426,1,16799,Club,Robotics Club,,1995,1997,crm_import
1427,1,11620,Club,Robotics Club,Member Leader,,,crm_import
1428,1,7641,Club,Robotics Club,,,,online
1429,1,3454,Club,Robotics Club,,,,crm_import
1430,1,1756,Club,Robotics Club,,1987,1990,advancement_entry
1431,1,1416,Club,Robotics Club,,,,online
1432,1,9182,Club,Robotics Club,,2014,2018,crm_import
1433,1,14486,Club,Robotics Club,,,,advancement_entry
1434,1,9018,Club,Robotics Club,,2027,,crm_import
1435,1,8882,Club,Robotics Club,,1973,1976,advancement_entry
1436,1,9445,Club,Robotics Club,,2026,,crm_import
1437,1,15967,Club,Robotics Club,,,,online
1438,1,11278,Club,Robotics Club,,,,crm_import
1439,1,17967,Club,Robotics Club,,2026,,crm_import
1440,1,13315,Club,Robotics Club,,,,online
1441,1,10426,Club,Robotics Club,Treasurer,,,crm_import
1442,1,213,Club,Robotics Club,,1989,1991,crm_import
1443,1,15080,Club,Robotics Club,,1988,1990,advancement_entry
1444,1,14437,Club,Robotics Club,,1976,1980,crm_import
1445,1,6786,Club,Robotics Club,,1995,1998,crm_import
1446,1,2347,Club,Robotics Club,,2020,2024,crm_import
1447,1,13285,Club,Robotics Club,,2003,2005,crm_import
1448,1,3670,Club,Robotics Club,,,,crm_import
1449,1,19085,Club,Robotics Club,Member Leader,1986,1990,crm_import
1450,1,3658,Club,Robotics Club,,2025,,online
1451,1,18036,Club,Robotics Club,,2017,2019,online
1452,1,6907,Club,Robotics Club,,1998,2001,crm_import
1453,1,17976,Club,Robotics Club,,2026,,crm_import
1454,1,18880,Club,Robotics Club,,1984,1987,crm_import
1455,1,607,Club,Robotics Club,,,,crm_import
1456,1,18930,Club,Robotics Club,,2005,2008,crm_import
1457,1,5293,Club,Robotics Club,,,,crm_import
1458,1,13972,Club,Robotics Club,,,,crm_import
1459,1,10842,Club,Robotics Club,President,,,crm_import
1460,1,11675,Club,Robotics Club,,1966,1968,crm_import
1461,1,2633,Club,Robotics Club,,1970,1973,crm_import
1462,1,17997,Club,Robotics Club,,1996,1998,crm_import
1463,1,18370,Club,Robotics Club,,2009,2013,advancement_entry
1464,1,1504,Club,Robotics Club,,,,advancement_entry
1465,1,15940,Club,Robotics Club,,1992,1996,online
1466,1,1698,Club,Robotics Club,,2007,2011,crm_import
1467,1,6292,Club,Robotics Club,,,,crm_import
1468,1,11427,Club,Robotics Club,Member Leader,1997,1999,crm_import
1469,1,11775,Club,Robotics Club,,,,advancement_entry
1470,1,4006,Club,Robotics Club,,,,crm_import
1471,1,5473,Club,Robotics Club,,,,crm_import
1472,1,2966,Club,Robotics Club,,1980,1983,crm_import
1473,1,216,Club,Robotics Club,,1990,1992,crm_import
1474,1,10501,Club,Robotics Club,,,,advancement_entry
1475,1,16860,Club,Robotics Club,,2024,,crm_import
1476,1,14664,Club,Robotics Club,,1987,1991,advancement_entry
1477,1,8555,Club,Robotics Club,,,,crm_import
1478,1,10555,Club,Robotics Club,,,,crm_import
1479,1,7012,Club,Robotics Club,,,,online
1480,1,13233,Club,Robotics Club,,2023,,crm_import
1481,1,688,Club,Robotics Club,,2026,,crm_import
1482,1,14716,Club,Robotics Club,,2015,2018,crm_import
1483,1,10210,Club,Robotics Club,,,,crm_import
1484,1,36,Club,Robotics Club,,,,crm_import
1485,1,5970,Club,Robotics Club,,1975,1977,online
1486,1,9376,Club,Robotics Club,,,,crm_import
1487,1,16114,Club,Robotics Club,,,,crm_import
1488,1,11508,Club,Robotics Club,Treasurer,,,crm_import
1489,1,18659,Club,Robotics Club,,,,crm_import
1490,1,18128,Club,Robotics Club,,2023,2026,crm_import
1491,1,6830,Club,Robotics Club,,,,crm_import
1492,1,10788,Club,Robotics Club,,1995,1997,crm_import
1493,1,19406,Club,Robotics Club,,,,crm_import
1494,1,8976,Club,Robotics Club,,,,crm_import
1495,1,2412,Club,Robotics Club,,2005,2009,crm_import
1496,1,16034,Club,Robotics Club,,,,crm_import
1497,1,13091,Club,Robotics Club,,2006,2010,crm_import
1498,1,14006,Club,Robotics Club,,2004,2008,online
1499,1,12240,Club,Robotics Club,,,,online
1500,1,19751,Club,Robotics Club,,2025,,crm_import
1501,1,2039,Club,Robotics Club,,2028,,crm_import
1502,1,14493,Club,Robotics Club,,,,crm_import
1503,1,6079,Club,Robotics Club,,,,online
1504,1,6956,Club,Robotics Club,,1968,1970,advancement_entry
1505,1,10072,Club,Robotics Club,,1994,1997,advancement_entry
1506,1,17575,Club,Robotics Club,,,,crm_import
1507,1,1843,Club,Robotics Club,,,,online
1508,1,9028,Club,Robotics Club,,,,crm_import
1509,1,8475,Club,Robotics Club,President,,,advancement_entry
1510,1,15432,Club,Robotics Club,Member Leader,2006,2008,crm_import
1511,1,7464,Club,Robotics Club,,,,online
1512,1,9771,Club,Robotics Club,,,,crm_import
1513,1,5733,Club,Robotics Club,,,,crm_import
1514,1,7826,Club,Robotics Club,,,,crm_import
1515,1,8867,Club,Robotics Club,,,,advancement_entry
1516,1,5593,Club,Robotics Club,,,,crm_import
1517,1,17892,Club,Robotics Club,,,,crm_import
1518,1,118,Club,Robotics Club,,2025,,crm_import
1519,1,11145,Club,Robotics Club,,,,crm_import
1520,1,10924,Club,Robotics Club,,,,crm_import
1521,1,14797,Club,Robotics Club,Member Leader,1984,1988,online
1522,1,10116,Club,Robotics Club,,2016,2019,crm_import
1523,1,15291,Club,Robotics Club,Treasurer,,,crm_import
1524,1,6134,Club,Robotics Club,,,,online
1525,1,7913,Club,Robotics Club,Treasurer,,,crm_import
1526,1,13326,Club,Robotics Club,Treasurer,2011,2015,crm_import
1527,1,14777,Club,Robotics Club,,2025,,online
1528,1,6691,Club,Robotics Club,,1997,2000,crm_import
1529,1,14600,Club,Robotics Club,,2017,2019,advancement_entry
1530,1,8362,Club,Robotics Club,,2009,2013,advancement_entry
1531,1,15224,Club,Robotics Club,,2023,2026,advancement_entry
1532,1,68,Club,Robotics Club,,,,crm_import
1533,1,9339,Club,Robotics Club,Treasurer,,,crm_import
1534,1,14495,Club,Robotics Club,,,,crm_import
1535,1,17889,Club,Robotics Club,,,,crm_import
1536,1,19092,Club,Robotics Club,,,,crm_import
1537,1,2135,Club,Robotics Club,,2003,2005,online
1538,1,5115,Club,Robotics Club,,2016,2019,crm_import
1539,1,18120,Club,Robotics Club,,,,crm_import
1540,1,14112,Club,Robotics Club,,,,crm_import
1541,1,9045,Club,Robotics Club,,2012,2014,crm_import
1542,1,3194,Club,Robotics Club,,,,crm_import
1543,1,15939,Club,Robotics Club,,1995,1997,advancement_entry
1544,1,18152,Club,Robotics Club,,,,online
1545,1,4866,Club,Robotics Club,,2012,2016,online
1546,1,6172,Club,Robotics Club,,,,crm_import
1547,1,1974,Club,Robotics Club,,1990,1994,crm_import
1548,1,13138,Club,Robotics Club,,2023,2026,crm_import
1549,1,19088,Club,Robotics Club,,2015,2019,crm_import
1550,1,12730,Club,Robotics Club,,,,crm_import
1551,1,17245,Club,Robotics Club,,,,crm_import
1552,1,364,Club,Robotics Club,,,,crm_import
1553,1,11747,Club,Robotics Club,,1969,1973,crm_import
1554,1,11682,Club,Robotics Club,,,,crm_import
1555,1,5979,Club,Robotics Club,,,,crm_import
1556,1,141,Club,Robotics Club,,,,crm_import
1557,1,8055,Club,Robotics Club,,,,online
1558,1,15152,Club,Robotics Club,,2009,2012,crm_import
1559,1,14759,Club,Robotics Club,,,,crm_import
1560,1,2687,Club,Robotics Club,Treasurer,2003,2007,crm_import
1561,1,18264,Club,Robotics Club,,,,online
1562,1,11315,Club,Robotics Club,,,,online
1563,1,3339,Club,Robotics Club,,,,crm_import
1564,1,9828,Club,Robotics Club,,,,crm_import
1565,1,3404,Club,Robotics Club,Treasurer,1990,1992,online
1566,1,2450,Club,Robotics Club,,,,crm_import
1567,1,7560,Club,Robotics Club,,,,online
1568,1,13641,Club,Robotics Club,,2009,2011,crm_import
1569,1,14619,Club,Robotics Club,,,,crm_import
1570,1,6865,Club,Robotics Club,,,,crm_import
1571,1,6225,Club,Robotics Club,,,,crm_import
1572,1,323,Club,Robotics Club,,,,advancement_entry
1573,1,3638,Club,Robotics Club,,,,crm_import
1574,1,5828,Club,Robotics Club,President,,,crm_import
1575,1,15197,Club,Robotics Club,Treasurer,,,online
1576,1,8651,Club,Robotics Club,,1975,1979,crm_import
1577,1,12241,Club,Robotics Club,,2016,2019,crm_import
1578,1,13214,Club,Robotics Club,,,,crm_import
1579,1,18156,Club,Robotics Club,,2026,,crm_import
1580,1,19536,Club,Robotics Club,,,,crm_import
1581,1,3353,Club,Robotics Club,,,,crm_import
1582,1,7801,Club,Robotics Club,,2023,,crm_import
1583,1,1276,Club,Robotics Club,,,,crm_import
1584,1,11962,Club,Robotics Club,,1993,1996,crm_import
1585,1,9453,Club,Robotics Club,,,,crm_import
1586,1,8967,Club,Robotics Club,,,,crm_import
1587,1,19147,Club,Robotics Club,,,,crm_import
1588,1,334,Club,Robotics Club,,2016,2019,crm_import
1589,1,12550,Club,Robotics Club,,1977,1981,crm_import
1590,1,16385,Club,Robotics Club,,,,crm_import
1591,1,1147,Club,Robotics Club,,,,crm_import
1592,1,2192,Club,Robotics Club,,,,crm_import
1593,1,4568,Club,Robotics Club,,,,crm_import
1594,1,7771,Club,Robotics Club,,2024,,advancement_entry
1595,1,14498,Club,Robotics Club,,,,crm_import
1596,1,16370,Club,Robotics Club,,,,online
1597,1,7929,Club,Robotics Club,,2001,2005,crm_import
1598,1,14721,Club,Robotics Club,,,,crm_import
1599,1,13122,Club,Robotics Club,,,,online
1600,1,960,Club,Robotics Club,,,,crm_import
1601,1,7885,Club,Computer Science Club,,,,online
1602,1,11416,Club,Computer Science Club,,1981,1983,crm_import
1603,1,14310,Club,Computer Science Club,,,,advancement_entry
1604,1,10644,Club,Computer Science Club,,2001,2005,crm_import
1605,1,7899,Club,Computer Science Club,,,,crm_import
1606,1,3741,Club,Computer Science Club,Member Leader,1974,1978,crm_import
1607,1,15672,Club,Computer Science Club,,2025,,crm_import
