id,school_id,gift_id,fund_id,amount,raw_fund_name
6142,1,5950,18,15.00,Alumni Programs Fund
6143,1,5951,12,250.00,Athletics Excellence Fund
6144,1,5952,12,50.00,Athletics Excellence Fund
6145,1,5953,17,25.80,Parent and Family Fund
6146,1,5954,17,50.00,Parent and Family Fund
6147,1,5955,1,75.00,Wherever Needed Most
6148,1,5956,2,100.00,Annual Fund
6149,1,5957,2,500.00,Annual Fund
6150,1,5958,1,25.00,Wherever Needed Most
6151,1,5959,18,500.00,Alumni Programs Fund
6152,1,5960,1,100.00,Wherever Needed Most (legacy)
6153,1,5961,3,2500.00,General Scholarship Fund (legacy)
6154,1,5962,1,25.00,Wherever Needed Most
6155,1,5963,1,250.00,WHEREVER NEEDED MOST
6156,1,5964,17,50.00,Parent and Family Fund
6157,1,5965,3,100.00,GENERAL SCHOLARSHIP FD.
6158,1,5966,1,50.00,Wherever Needed Most
6159,1,5967,1,77.40,Wherever Needed Most
6160,1,5968,1,50.00,Wherever Needed Most
6161,1,5969,17,50.00,PARENT AND FAMILY FD.
6162,1,5970,17,250.00,Parent and Family Fund
6163,1,5971,17,25.00,Parent and Family Fund
6164,1,5972,17,100.00,PARENT AND FAMILY FD.
6165,1,5973,17,15.00,Parent and Family Fund
6166,1,5974,17,5000.00,Parent and Family Fund (legacy)
6167,1,5975,17,50.00,PARENT AND FAMILY FD.
6168,1,5976,17,500.00,Parent and Family Fund
6169,1,5977,3,75.00,General Scholarship Fund (legacy)
6170,1,5977,17,25.00,Parent and Family Fund
6171,1,5978,2,1000.00,Annual Fund
6172,1,5979,5,61.92,Student Emergency Fund
6173,1,5979,20,41.28,Business School Fund
6174,1,5980,5,50.00,Student Emergency Fund
6175,1,5980,12,50.00,Athletics Excellence Fund
6176,1,5981,5,250.00,Student Emergency Fund
6177,1,5982,5,100.00,Student Emergency Fund
6178,1,5983,6,25.00,Library and Learning Commons
6179,1,5983,15,25.00,Community Service Fund
6180,1,5984,20,250.00,Business School Fund (legacy)
6181,1,5985,2,1000.00,Annual Fund
6182,1,5986,1,500.00,Wherever Needed Most
6183,1,5987,2,100.00,Annual Fund
6184,1,5988,2,45.00,Annual Fund
6185,1,5988,14,30.00,Men's Basketball Fund
6186,1,5989,4,60.00,First-Generation Student Fund
6187,1,5989,2,40.00,Annual Fund
6188,1,5990,2,25.00,Annual Fund
6189,1,5991,2,100.00,Annual Fund
6190,1,5992,11,500.00,Arts and Performance Fund
6191,1,5993,1,50.00,Wherever Needed Most
6192,1,5994,2,250.00,ANNUAL FD.
6193,1,5995,1,75.00,Wherever Needed Most
6194,1,5996,9,10000.00,Humanities Fund (legacy)
6195,1,5997,2,50.00,Annual Fund
6196,1,5998,1,50.00,Wherever Needed Most
6197,1,5999,1,500.00,Wherever Needed Most
6198,1,6000,1,100.00,Wherever Needed Most (legacy)
6199,1,6001,8,50.00,Computer Science Fund
6200,1,6002,8,25.00,COMPUTER SCIENCE FD.
6201,1,6003,8,100.00,Computer Science Fund
6202,1,6004,7,250.00,Engineering Innovation Fund
6203,1,6005,7,50.00,Engineering Innovation Fund
6204,1,6006,7,1000.00,Engineering Innovation Fund
6205,1,6007,7,100.00,Engineering Innovation Fund
6206,1,6008,7,250.00,Engineering Innovation Fund
6207,1,6009,1,1000.00,WHEREVER NEEDED MOST
6208,1,6010,12,100.00,Athletics Excellence Fund (legacy)
6209,1,6011,17,50.00,Parent and Family Fund
6210,1,6012,12,250.00,Athletics Excellence Fund
6211,1,6013,12,25.00,Athletics Excellence Fund
6212,1,6014,13,1000.00,Women's Soccer Fund (legacy)
6213,1,6015,13,25.00,Women's Soccer Fund
6214,1,6016,12,500.00,ATHLETICS EXCELLENCE FD.
6215,1,6017,12,25.00,Athletics Excellence Fund
6216,1,6018,13,2500.00,Women's Soccer Fund
6217,1,6019,12,50.00,Athletics Excellence Fund
6218,1,6020,17,250.00,Parent and Family Fund
6219,1,6021,17,25.00,Parent and Family Fund
6220,1,6022,17,250.00,Parent and Family Fund
6221,1,6023,17,50.00,Parent and Family Fund
6222,1,6024,2,100.00,Annual Fund
6223,1,6025,12,25.00,Athletics Excellence Fund
6224,1,6026,12,25.00,ATHLETICS EXCELLENCE FD.
6225,1,6027,17,15.00,Parent and Family Fund
6226,1,6028,17,2500.00,Parent and Family Fund
6227,1,6029,17,50.00,Parent and Family Fund
6228,1,6030,17,1000.00,Parent and Family Fund
6229,1,6031,2,25.00,Annual Fund (legacy)
6230,1,6032,1,50.00,WHEREVER NEEDED MOST
6231,1,6033,5,100.00,Student Emergency Fund
6232,1,6034,5,50.00,Student Emergency Fund
6233,1,6035,17,100.00,Parent and Family Fund (legacy)
6234,1,6036,17,30.00,Parent and Family Fund
6235,1,6036,2,20.00,Annual Fund
6236,1,6037,1,500.00,Wherever Needed Most
6237,1,6038,1,100.00,Wherever Needed Most (legacy)
6238,1,6039,1,100.00,WHEREVER NEEDED MOST
6239,1,6040,2,50.00,Annual Fund
6240,1,6041,15,500.00,Community Service Fund
6241,1,6042,8,25.00,Computer Science Fund
6242,1,6043,8,1000.00,COMPUTER SCIENCE FD.
6243,1,6044,8,250.00,Computer Science Fund
6244,1,6045,8,100.00,Computer Science Fund
6245,1,6046,3,100.00,GENERAL SCHOLARSHIP FD.
6246,1,6047,3,1000.00,General Scholarship Fund
6247,1,6048,11,75.00,Arts and Performance Fund
6248,1,6049,4,25.00,First-Generation Student Fund
6249,1,6050,1,250.00,WHEREVER NEEDED MOST
6250,1,6051,5,50.00,Student Emergency Fund
6251,1,6052,5,75.00,Student Emergency Fund
6252,1,6053,5,15.00,Student Emergency Fund
6253,1,6054,5,100.00,Student Emergency Fund
6254,1,6055,17,500.00,Parent and Family Fund
6255,1,6056,18,15.00,Alumni Programs Fund
6256,1,6057,13,100.00,Women's Soccer Fund
6257,1,6058,12,250.00,Athletics Excellence Fund
6258,1,6059,13,50.00,Women's Soccer Fund
6259,1,6060,12,50.00,Athletics Excellence Fund (legacy)
6260,1,6061,12,50.00,Athletics Excellence Fund
6261,1,6062,12,1000.00,Athletics Excellence Fund
6262,1,6063,12,500.00,Athletics Excellence Fund
6263,1,6064,12,2580.00,Athletics Excellence Fund
6264,1,6065,12,500.00,Athletics Excellence Fund
6265,1,6066,13,75.00,Women's Soccer Fund
6266,1,6067,12,25.00,Athletics Excellence Fund
6267,1,6068,13,25.00,Women's Soccer Fund
6268,1,6069,13,75.00,Women's Soccer Fund
6269,1,6070,12,50.00,ATHLETICS EXCELLENCE FD.
6270,1,6071,18,50.00,Alumni Programs Fund
6271,1,6072,1,50.00,WHEREVER NEEDED MOST
6272,1,6073,1,250.00,Wherever Needed Most
6273,1,6074,6,50.00,Library and Learning Commons
6274,1,6075,12,100.00,ATHLETICS EXCELLENCE FD.
6275,1,6077,19,100.00,Campus Renewal Fund
6276,1,6078,17,250.00,Parent and Family Fund
6277,1,6079,2,1500.00,Annual Fund
6278,1,6079,15,1000.00,Community Service Fund
6279,1,6080,1,500.00,Wherever Needed Most
6280,1,6081,2,250.00,Annual Fund
6281,1,6082,1,50.00,Wherever Needed Most (legacy)
6282,1,6083,9,15.00,HUMANITIES FD.
6283,1,6084,2,500.00,Annual Fund
6284,1,6085,17,100.00,Parent and Family Fund
6285,1,6086,17,1000.00,Parent and Family Fund (legacy)
6286,1,6087,12,50.00,Athletics Excellence Fund
6287,1,6088,13,300.00,Women's Soccer Fund
6288,1,6088,20,200.00,BUSINESS SCHOOL FD.
6289,1,6089,12,100.00,Athletics Excellence Fund
6290,1,6090,13,100.00,Women's Soccer Fund
6291,1,6091,13,100.00,Women's Soccer Fund
6292,1,6092,5,100.00,STUDENT EMERGENCY FD.
6293,1,6093,15,500.00,Community Service Fund
6294,1,6094,1,50.00,Wherever Needed Most (legacy)
6295,1,6095,2,100.00,Annual Fund
6296,1,6096,1,250.00,Wherever Needed Most
6297,1,6097,8,50.00,Computer Science Fund
6298,1,6098,17,250.00,Parent and Family Fund (legacy)
6299,1,6099,17,100.00,Parent and Family Fund
6300,1,6100,17,50.00,PARENT AND FAMILY FD.
6301,1,6101,17,100.00,Parent and Family Fund
6302,1,6102,17,50.00,Parent and Family Fund
6303,1,6103,12,50.00,Athletics Excellence Fund
6304,1,6104,12,250.00,ATHLETICS EXCELLENCE FD.
6305,1,6105,17,500.00,PARENT AND FAMILY FD.
6306,1,6105,18,500.00,Alumni Programs Fund
6307,1,6106,17,50.00,Parent and Family Fund (legacy)
6308,1,6107,17,250.00,Parent and Family Fund
6309,1,6108,17,25.00,Parent and Family Fund
6310,1,6109,17,50.00,Parent and Family Fund
6311,1,6110,17,500.00,Parent and Family Fund (legacy)
6312,1,6111,17,100.00,Parent and Family Fund
6313,1,6112,17,100.00,Parent and Family Fund
6314,1,6113,17,50.00,Parent and Family Fund
6315,1,6114,11,50.00,Arts and Performance Fund
6316,1,6115,6,2500.00,LIBRARY AND LEARNING COMMONS
6317,1,6116,1,15.00,Wherever Needed Most (legacy)
6318,1,6117,1,258.00,Wherever Needed Most
6319,1,6118,1,500.00,Wherever Needed Most
6320,1,6119,1,250.00,Wherever Needed Most
6321,1,6120,11,250.00,ARTS AND PERFORMANCE FD.
6322,1,6121,11,15.00,Arts and Performance Fund (legacy)
6323,1,6122,6,100.00,Library and Learning Commons
6324,1,6123,18,100.00,Alumni Programs Fund
6325,1,6124,1,50.00,Wherever Needed Most
6326,1,6125,2,50.00,Annual Fund
6327,1,6126,1,2500.00,Wherever Needed Most
6328,1,6127,11,500.00,Arts and Performance Fund
6329,1,6128,1,60.00,Wherever Needed Most
6330,1,6128,8,40.00,Computer Science Fund
6331,1,6129,11,50.00,ARTS AND PERFORMANCE FD.
6332,1,6130,3,25.00,General Scholarship Fund (legacy)
6333,1,6131,2,250.00,Annual Fund (legacy)
6334,1,6132,5,1000.00,Student Emergency Fund (legacy)
6335,1,6133,17,500.00,Parent and Family Fund
6336,1,6134,17,25.00,Parent and Family Fund
6337,1,6135,17,75.00,PARENT AND FAMILY FD.
6338,1,6136,17,100.00,Parent and Family Fund
6339,1,6137,13,100.00,Women's Soccer Fund
6340,1,6138,12,25.00,Athletics Excellence Fund
6341,1,6139,13,100.00,Women's Soccer Fund
6342,1,6140,12,50.00,Athletics Excellence Fund
6343,1,6141,13,15.00,Women's Soccer Fund
6344,1,6142,13,100.00,Women's Soccer Fund
6345,1,6143,12,100.00,Athletics Excellence Fund
6346,1,6144,12,15.00,Athletics Excellence Fund
6347,1,6145,12,250.00,Athletics Excellence Fund
6348,1,6146,13,75.00,Women's Soccer Fund
6349,1,6147,13,25.00,Women's Soccer Fund
6350,1,6148,13,500.00,Women's Soccer Fund
6351,1,6149,12,100.00,Athletics Excellence Fund
6352,1,6150,12,250.00,ATHLETICS EXCELLENCE FD.
6353,1,6151,4,50.00,First-Generation Student Fund
6354,1,6152,13,100.00,WOMEN'S SOCCER FD.
6355,1,6153,13,25.00,Women's Soccer Fund
6356,1,6154,13,1000.00,Women's Soccer Fund
6357,1,6155,12,500.00,Athletics Excellence Fund (legacy)
6358,1,6156,12,50.00,Athletics Excellence Fund (legacy)
6359,1,6157,7,2500.00,Engineering Innovation Fund
6360,1,6158,7,50.00,Engineering Innovation Fund
6361,1,6159,1,3750.00,Wherever Needed Most
6362,1,6159,6,1250.00,Library and Learning Commons
6363,1,6160,1,50.00,Wherever Needed Most
6364,1,6161,2,50.00,Annual Fund
6365,1,6162,1,250.00,Wherever Needed Most
6366,1,6163,1,50.00,Wherever Needed Most
6367,1,6164,1,500.00,Wherever Needed Most
6368,1,6165,17,1000.00,Parent and Family Fund
6369,1,6166,17,50.00,Parent and Family Fund
6370,1,6167,17,25.00,Parent and Family Fund
6371,1,6168,17,15.00,PARENT AND FAMILY FD.
6372,1,6169,11,100.00,Arts and Performance Fund
6373,1,6170,1,50.00,Wherever Needed Most (legacy)
6374,1,6171,17,25.00,Parent and Family Fund
6375,1,6172,17,51.60,Parent and Family Fund
6376,1,6172,16,51.60,Student Clubs Fund
6377,1,6173,11,50.00,Arts and Performance Fund
6378,1,6174,9,25.00,Humanities Fund
6379,1,6175,2,1000.00,ANNUAL FD.
6380,1,6176,2,50.00,Annual Fund (legacy)
6381,1,6177,3,250.00,General Scholarship Fund (legacy)
6382,1,6178,15,100.00,COMMUNITY SERVICE FD.
6383,1,6179,19,1032.00,Campus Renewal Fund
6384,1,6180,17,37.50,Parent and Family Fund
6385,1,6180,6,12.50,Library and Learning Commons
6386,1,6181,17,2500.00,Parent and Family Fund
6387,1,6182,13,50.00,Women's Soccer Fund
6388,1,6183,12,1000.00,Athletics Excellence Fund
6389,1,6184,13,75.00,Women's Soccer Fund
6390,1,6185,13,50.00,Women's Soccer Fund
6391,1,6186,12,100.00,Athletics Excellence Fund
6392,1,6187,12,51.60,Athletics Excellence Fund
6393,1,6188,12,100.00,Athletics Excellence Fund
6394,1,6189,12,100.00,Athletics Excellence Fund
6395,1,6190,12,100.00,Athletics Excellence Fund
6396,1,6191,12,75.00,Athletics Excellence Fund
6397,1,6192,12,15.00,Athletics Excellence Fund
6398,1,6193,13,50.00,Women's Soccer Fund
6399,1,6194,13,25.00,Women's Soccer Fund
6400,1,6195,13,100.00,Women's Soccer Fund
6401,1,6196,1,250.00,Wherever Needed Most
6402,1,6198,13,100.00,Women's Soccer Fund
6403,1,6199,13,250.00,Women's Soccer Fund
6404,1,6200,15,25.00,Community Service Fund
6405,1,6201,15,50.00,Community Service Fund
6406,1,6202,15,77.40,Community Service Fund
6407,1,6202,6,25.80,Library and Learning Commons
6408,1,6203,5,50.00,Student Emergency Fund
6409,1,6204,15,375.00,Community Service Fund
6410,1,6204,17,125.00,PARENT AND FAMILY FD.
6411,1,6205,17,2500.00,Parent and Family Fund
6412,1,6206,13,75.00,Women's Soccer Fund
6413,1,6207,13,250.00,Women's Soccer Fund
6414,1,6208,20,25.00,Business School Fund
6415,1,6209,3,50.00,General Scholarship Fund
6416,1,6210,3,500.00,General Scholarship Fund
6417,1,6211,2,5000.00,ANNUAL FD.
6418,1,6212,1,100.00,Wherever Needed Most
6419,1,6213,6,100.00,Library and Learning Commons
6420,1,6214,1,1000.00,Wherever Needed Most
6421,1,6215,2,250.00,Annual Fund
6422,1,6216,3,15.00,GENERAL SCHOLARSHIP FD.
6423,1,6217,2,25.00,Annual Fund
6424,1,6218,9,50.00,Humanities Fund
6425,1,6219,1,50.00,Wherever Needed Most
6426,1,6219,10,50.00,Faculty Research Fund
6427,1,6220,1,100.00,Wherever Needed Most
6428,1,6221,4,75.00,First-Generation Student Fund
6429,1,6222,3,2500.00,General Scholarship Fund
6430,1,6223,5,100.00,Student Emergency Fund
6431,1,6224,11,5000.00,Arts and Performance Fund
6432,1,6225,1,100.00,Wherever Needed Most
6433,1,6226,20,100.00,Business School Fund (legacy)
6434,1,6227,1,1000.00,Wherever Needed Most
6435,1,6228,20,250.00,BUSINESS SCHOOL FD.
6436,1,6229,1,50.00,Wherever Needed Most
6437,1,6230,3,100.00,GENERAL SCHOLARSHIP FD.
6438,1,6231,3,15.00,General Scholarship Fund
6439,1,6232,17,500.00,Parent and Family Fund
6440,1,6233,17,25.00,Parent and Family Fund
6441,1,6234,17,50.00,PARENT AND FAMILY FD.
6442,1,6235,17,250.00,Parent and Family Fund
6443,1,6236,3,75.00,GENERAL SCHOLARSHIP FD.
6444,1,6237,1,15.00,Wherever Needed Most
6445,1,6238,2,50.00,Annual Fund
6446,1,6238,3,50.00,General Scholarship Fund
6447,1,6239,1,500.00,WHEREVER NEEDED MOST
6448,1,6240,1,250.00,Wherever Needed Most
6449,1,6241,2,25.00,Annual Fund
6450,1,6242,4,50.00,First-Generation Student Fund
6451,1,6243,18,100.00,Alumni Programs Fund
6452,1,6244,2,103.20,Annual Fund
6453,1,6245,3,1000.00,General Scholarship Fund (legacy)
6454,1,6246,1,50.00,Wherever Needed Most
6455,1,6247,20,250.00,Business School Fund
6456,1,6248,6,75.00,Library and Learning Commons
6457,1,6249,19,25.00,Campus Renewal Fund (legacy)
6458,1,6250,19,50.00,Campus Renewal Fund
6459,1,6251,19,100.00,Campus Renewal Fund
6460,1,6252,19,7740.00,Campus Renewal Fund
6461,1,6252,15,2580.00,Community Service Fund
6462,1,6253,19,50.00,Campus Renewal Fund (legacy)
6463,1,6254,19,125.00,Campus Renewal Fund
6464,1,6254,15,125.00,Community Service Fund
6465,1,6255,19,750.00,Campus Renewal Fund
6466,1,6256,19,25.00,Campus Renewal Fund (legacy)
6467,1,6257,6,25.00,LIBRARY AND LEARNING COMMONS
6468,1,6258,17,5000.00,Parent and Family Fund
6469,1,6259,12,2500.00,Athletics Excellence Fund
6470,1,6260,13,51.60,Women's Soccer Fund
6471,1,6261,13,2500.00,Women's Soccer Fund (legacy)
6472,1,6262,12,51.60,Athletics Excellence Fund
6473,1,6262,8,51.60,Computer Science Fund
6474,1,6263,13,25.00,Women's Soccer Fund
6475,1,6264,5,250.00,Student Emergency Fund
6476,1,6265,15,250.00,Community Service Fund
6477,1,6266,15,50.00,Community Service Fund
6478,1,6267,5,50.00,Student Emergency Fund
6479,1,6268,13,5000.00,WOMEN'S SOCCER FD.
6480,1,6269,12,50.00,Athletics Excellence Fund
6481,1,6270,12,250.00,Athletics Excellence Fund
6482,1,6271,12,100.00,Athletics Excellence Fund
6483,1,6272,5,1000.00,STUDENT EMERGENCY FD.
6484,1,6273,2,25.00,Annual Fund
6485,1,6274,18,250.00,Alumni Programs Fund
6486,1,6275,3,100.00,General Scholarship Fund
6487,1,6276,2,25.00,ANNUAL FD.
6488,1,6277,2,25.00,Annual Fund
6489,1,6278,1,50.00,WHEREVER NEEDED MOST
6490,1,6279,13,100.00,Women's Soccer Fund
6491,1,6280,15,75.00,COMMUNITY SERVICE FD.
6492,1,6281,15,500.00,COMMUNITY SERVICE FD.
6493,1,6282,15,100.00,Community Service Fund
6494,1,6283,5,100.00,Student Emergency Fund
6495,1,6284,1,50.00,Wherever Needed Most (legacy)
6496,1,6285,2,100.00,Annual Fund
6497,1,6286,17,50.00,Parent and Family Fund
6498,1,6287,1,25.00,Wherever Needed Most
6499,1,6288,15,250.00,Community Service Fund
6500,1,6289,12,100.00,Athletics Excellence Fund
6501,1,6290,13,2500.00,Women's Soccer Fund (legacy)
6502,1,6291,12,1000.00,Athletics Excellence Fund
6503,1,6292,13,100.00,Women's Soccer Fund (legacy)
6504,1,6293,5,100.00,Student Emergency Fund
6505,1,6294,1,100.00,Wherever Needed Most
6506,1,6295,1,500.00,Wherever Needed Most
6507,1,6296,18,50.00,Alumni Programs Fund
6508,1,6297,1,75.00,Wherever Needed Most
6509,1,6298,4,75.00,FIRST-GENERATION STUDENT FD.
6510,1,6299,2,250.00,Annual Fund
6511,1,6300,2,500.00,Annual Fund
6512,1,6301,1,15.00,Wherever Needed Most
6513,1,6302,12,50.00,Athletics Excellence Fund
6514,1,6303,13,100.00,Women's Soccer Fund
6515,1,6304,12,25.00,Athletics Excellence Fund
6516,1,6305,12,25.00,ATHLETICS EXCELLENCE FD.
6517,1,6306,5,30.00,Student Emergency Fund
6518,1,6306,10,20.00,Faculty Research Fund
6519,1,6307,15,50.00,Community Service Fund (legacy)
6520,1,6308,5,500.00,Student Emergency Fund
6521,1,6309,5,10000.00,Student Emergency Fund
6522,1,6310,5,25.00,Student Emergency Fund
6523,1,6311,15,500.00,Community Service Fund
6524,1,6312,15,15.00,Community Service Fund (legacy)
6525,1,6313,5,250.00,Student Emergency Fund (legacy)
6526,1,6314,9,1000.00,Humanities Fund
6527,1,6315,12,250.00,ATHLETICS EXCELLENCE FD.
6528,1,6316,12,25.00,ATHLETICS EXCELLENCE FD.
6529,1,6317,12,100.00,Athletics Excellence Fund
6530,1,6318,13,25.00,Women's Soccer Fund
6531,1,6319,12,25.00,ATHLETICS EXCELLENCE FD.
6532,1,6320,12,250.00,Athletics Excellence Fund
6533,1,6321,13,3750.00,Women's Soccer Fund
6534,1,6321,17,1250.00,Parent and Family Fund
6535,1,6322,12,100.00,Athletics Excellence Fund
6536,1,6323,12,250.00,Athletics Excellence Fund (legacy)
6537,1,6324,13,100.00,Women's Soccer Fund
6538,1,6325,13,15.00,Women's Soccer Fund
6539,1,6326,12,100.00,Athletics Excellence Fund (legacy)
6540,1,6327,17,50.00,Parent and Family Fund
6541,1,6328,17,50.00,Parent and Family Fund
6542,1,6329,2,25.00,Annual Fund
6543,1,6330,2,100.00,Annual Fund
6544,1,6331,15,75.00,Community Service Fund
6545,1,6332,5,500.00,Student Emergency Fund
6546,1,6333,5,2500.00,Student Emergency Fund
6547,1,6334,15,100.00,Community Service Fund
6548,1,6335,17,50.00,Parent and Family Fund (legacy)
6549,1,6336,17,50.00,PARENT AND FAMILY FD.
6550,1,6337,11,500.00,ARTS AND PERFORMANCE FD.
6551,1,6338,1,100.00,Wherever Needed Most
6552,1,6339,1,75.00,Wherever Needed Most
6553,1,6340,9,250.00,HUMANITIES FD.
6554,1,6341,1,15.00,Wherever Needed Most
6555,1,6342,2,100.00,Annual Fund
6556,1,6343,1,500.00,Wherever Needed Most
6557,1,6344,2,75.00,Annual Fund
6558,1,6345,3,1000.00,General Scholarship Fund
6559,1,6346,20,75.00,Business School Fund
6560,1,6347,4,15.00,First-Generation Student Fund
6561,1,6348,1,50.00,Wherever Needed Most
6562,1,6349,11,50.00,Arts and Performance Fund
6563,1,6350,2,25.00,Annual Fund (legacy)
6564,1,6351,2,258.00,Annual Fund
6565,1,6352,2,75.00,Annual Fund
6566,1,6353,4,250.00,First-Generation Student Fund
6567,1,6354,3,15.00,General Scholarship Fund
6568,1,6355,17,2500.00,Parent and Family Fund
6569,1,6356,17,75.00,Parent and Family Fund
6570,1,6357,17,500.00,Parent and Family Fund
6571,1,6358,17,250.00,Parent and Family Fund
6572,1,6359,15,2500.00,Community Service Fund
6573,1,6360,17,250.00,Parent and Family Fund
6574,1,6360,22,250.00,Class of 2001 Scholarship
6575,1,6361,5,50.00,Student Emergency Fund
6576,1,6362,5,500.00,Student Emergency Fund
6577,1,6363,15,100.00,Community Service Fund
6578,1,6364,15,75.00,Community Service Fund
6579,1,6365,5,50.00,STUDENT EMERGENCY FD.
6580,1,6366,15,75.00,Community Service Fund (legacy)
6581,1,6367,15,100.00,Community Service Fund
6582,1,6368,15,50.00,Community Service Fund
6583,1,6370,6,250.00,Library and Learning Commons
6584,1,6371,4,50.00,First-Generation Student Fund
6585,1,6372,1,250.00,Wherever Needed Most
6586,1,6373,2,100.00,Annual Fund (legacy)
6587,1,6374,2,100.00,ANNUAL FD.
6588,1,6375,1,25.00,Wherever Needed Most
6589,1,6376,2,100.00,Annual Fund
6590,1,6377,1,25.00,Wherever Needed Most
6591,1,6378,1,50.00,Wherever Needed Most
6592,1,6379,18,500.00,Alumni Programs Fund
6593,1,6380,1,250.00,Wherever Needed Most
6594,1,6381,3,50.00,GENERAL SCHOLARSHIP FD.
6595,1,6382,2,100.00,Annual Fund
6596,1,6383,3,100.00,General Scholarship Fund
6597,1,6384,1,100.00,Wherever Needed Most
6598,1,6385,18,15.00,Alumni Programs Fund
6599,1,6386,1,100.00,WHEREVER NEEDED MOST
6600,1,6387,12,250.00,Athletics Excellence Fund
6601,1,6388,13,50.00,Women's Soccer Fund
6602,1,6389,12,100.00,Athletics Excellence Fund
6603,1,6390,12,2500.00,Athletics Excellence Fund
6604,1,6391,13,50.00,Women's Soccer Fund
6605,1,6392,13,100.00,Women's Soccer Fund
6606,1,6393,13,15.00,Women's Soccer Fund
6607,1,6394,12,100.00,Athletics Excellence Fund (legacy)
6608,1,6395,17,500.00,Parent and Family Fund
6609,1,6396,17,1000.00,Parent and Family Fund (legacy)
6610,1,6397,1,250.00,Wherever Needed Most
6611,1,6398,4,250.00,First-Generation Student Fund
6612,1,6400,1,50.00,Wherever Needed Most
6613,1,6401,2,500.00,Annual Fund
6614,1,6402,1,25.00,Wherever Needed Most
6615,1,6403,9,100.00,Humanities Fund
6616,1,6404,2,50.00,Annual Fund
6617,1,6405,1,100.00,Wherever Needed Most
6618,1,6406,20,50.00,BUSINESS SCHOOL FD.
6619,1,6407,17,1000.00,Parent and Family Fund
6620,1,6408,17,50.00,Parent and Family Fund
6621,1,6409,17,250.00,Parent and Family Fund
6622,1,6410,17,50.00,Parent and Family Fund
6623,1,6411,17,15.00,Parent and Family Fund
6624,1,6412,17,15.00,Parent and Family Fund
6625,1,6413,17,250.00,PARENT AND FAMILY FD.
6626,1,6414,17,250.00,Parent and Family Fund
6627,1,6415,17,50.00,Parent and Family Fund (legacy)
6628,1,6416,13,75.00,Women's Soccer Fund (legacy)
6629,1,6417,4,25.00,First-Generation Student Fund
6630,1,6418,2,250.00,Annual Fund
6631,1,6419,4,25.00,First-Generation Student Fund
6632,1,6420,1,1000.00,Wherever Needed Most
6633,1,6421,2,250.00,Annual Fund
6634,1,6422,2,50.00,Annual Fund (legacy)
6635,1,6423,20,250.00,Business School Fund
6636,1,6424,18,50.00,Alumni Programs Fund
6637,1,6425,6,50.00,Library and Learning Commons (legacy)
6638,1,6426,1,500.00,Wherever Needed Most
6639,1,6427,4,15.00,First-Generation Student Fund
6640,1,6428,18,100.00,ALUMNI PROGRAMS FD.
6641,1,6429,2,75.00,ANNUAL FD.
6642,1,6430,1,100.00,Wherever Needed Most
6643,1,6431,17,100.00,Parent and Family Fund
6644,1,6432,17,25.00,PARENT AND FAMILY FD.
6645,1,6433,17,1000.00,Parent and Family Fund
6646,1,6434,17,500.00,Parent and Family Fund
6647,1,6435,1,50.00,Wherever Needed Most
6648,1,6436,7,15.00,Engineering Innovation Fund
6649,1,6437,7,1000.00,Engineering Innovation Fund
6650,1,6438,13,250.00,Women's Soccer Fund
6651,1,6439,13,250.00,Women's Soccer Fund (legacy)
6652,1,6440,12,250.00,Athletics Excellence Fund
6653,1,6441,13,25.00,WOMEN'S SOCCER FD.
6654,1,6442,1,100.00,Wherever Needed Most
6655,1,6443,13,100.00,Women's Soccer Fund
6656,1,6444,12,25.00,Athletics Excellence Fund
6657,1,6445,12,250.00,Athletics Excellence Fund
6658,1,6446,13,100.00,WOMEN'S SOCCER FD.
6659,1,6447,12,75.00,ATHLETICS EXCELLENCE FD.
6660,1,6448,13,50.00,Women's Soccer Fund
6661,1,6449,12,250.00,Athletics Excellence Fund
6662,1,6450,12,50.00,ATHLETICS EXCELLENCE FD.
6663,1,6451,1,250.00,Wherever Needed Most
6664,1,6452,2,100.00,Annual Fund
6665,1,6453,1,50.00,WHEREVER NEEDED MOST
6666,1,6454,1,100.00,WHEREVER NEEDED MOST
6667,1,6455,17,500.00,Parent and Family Fund
6668,1,6456,17,50.00,Parent and Family Fund
6669,1,6457,17,500.00,Parent and Family Fund
6670,1,6458,17,250.00,Parent and Family Fund
6671,1,6459,17,100.00,Parent and Family Fund
6672,1,6460,17,100.00,Parent and Family Fund
6673,1,6461,17,50.00,Parent and Family Fund (legacy)
6674,1,6462,17,25.00,Parent and Family Fund
6675,1,6463,17,250.00,Parent and Family Fund
6676,1,6464,17,250.00,Parent and Family Fund
6677,1,6465,1,25.00,Wherever Needed Most
6678,1,6466,1,15.48,Wherever Needed Most
6679,1,6467,20,103.20,Business School Fund
6680,1,6468,20,15.00,Business School Fund
6681,1,6469,1,100.00,Wherever Needed Most
6682,1,6470,1,100.00,WHEREVER NEEDED MOST
6683,1,6471,2,15.00,Annual Fund
6684,1,6472,1,100.00,Wherever Needed Most
6685,1,6473,1,250.00,Wherever Needed Most
6686,1,6474,1,50.00,Wherever Needed Most
6687,1,6475,2,25.80,Annual Fund
6688,1,6476,2,75.00,Annual Fund
6689,1,6477,5,2500.00,STUDENT EMERGENCY FD.
6690,1,6478,5,50.00,Student Emergency Fund
6691,1,6479,2,75.00,Annual Fund
