id,school_id,constituent_id,employer,job_title,industry,started_at,ended_at,is_current,recorded_at,record_source
601,1,2108,Stonebridge Financial,Vice President of Finance,Financial Services,2017-03-20,,true,2017-12-29,profile_enrichment
602,1,2160,Blue Lantern Technologies,Engineering Manager,Technology,2011-09-15,2013-11-10,false,2013-11-10,crm_import
603,1,2160,Blue Lantern Technologies,Director of Engineering,Technology,2013-12-31,,true,2014-02-01,profile_enrichment
604,1,19467,Granite Industrial Group,Operations Analyst,Manufacturing,2007-01-18,2010-09-08,false,2010-09-08,crm_import
605,1,19467,Redwood Holdings,Operations Manager,Manufacturing,2010-09-09,,true,2025-10-12,crm_import
606,1,17314,Harbor Street Counsel,Counsel,Legal Services,2022-03-12,,true,2024-01-05,profile_enrichment
607,1,10478,Metro Community Foundation,Senior Program Manager,Nonprofit,2008-06-27,2014-06-20,false,2014-06-20,profile_enrichment
608,1,10478,CivicWorks Collaborative,Program Manager,Nonprofit,2003-10-17,2008-06-26,false,2008-06-26,crm_import
609,1,10478,Youth Arts Collaborative,Program Coordinator,Nonprofit,2000-02-11,2003-10-16,false,2003-10-16,crm_import
610,1,10478,CivicWorks Collaborative,Director of Programs,Nonprofit,2014-06-21,,true,2017-08-17,profile_enrichment
611,1,909,Clearwater Manufacturing,Operations Manager,Manufacturing,2014-06-20,,true,2020-01-04,crm_import
612,1,5891,Neighborhood Business Alliance,Volunteer Treasurer,Consulting,2010-03-23,2014-07-20,false,2014-07-20,profile_enrichment
613,1,5891,Stonebridge Financial,Senior Finance Manager,Financial Services,2014-02-28,,true,2017-03-10,profile_enrichment
614,1,12476,Orchard Studio,Managing Director,Media,2020-11-21,2026-06-21,false,2026-06-21,crm_import
615,1,12476,Lakeshore Media,Program Director,Media,2017-03-16,2020-11-20,false,2020-11-20,crm_import
616,1,12476,Orchard Studio,President,Media,2026-06-22,,true,2026-06-27,profile_enrichment
617,1,18132,Clearwater Health Group,Senior Program Manager,Healthcare,2014-04-15,,true,2025-08-03,profile_enrichment
618,1,17716,Arcfield Medical,Senior Program Manager,Healthcare,2024-06-05,,true,2026-01-01,profile_enrichment
619,1,7588,Community Innovation Council,Senior Program Manager,Nonprofit,2017-11-25,,true,2021-05-01,profile_enrichment
620,1,343,Northstar Systems,Vice President of Engineering,Technology,2022-11-28,,true,2025-01-24,crm_import
621,1,7474,Clearwater Manufacturing,Vice President of Operations,Manufacturing,2024-04-21,,true,2025-06-17,profile_enrichment
622,1,18259,Youth Arts Collaborative,Senior Program Manager,Nonprofit,2022-03-11,2025-12-25,false,2025-12-25,crm_import
623,1,18259,Youth Arts Collaborative,Director of Programs,Nonprofit,2025-12-26,,true,2026-04-10,profile_enrichment
624,1,15589,Mariner Media Group,Program Director,Media,2017-08-16,,true,2025-07-25,crm_import
625,1,17738,Metro Community Foundation,Executive Director,Nonprofit,2017-02-22,,true,2018-10-01,crm_import
626,1,2806,Harbor Street Counsel,Senior Counsel,Legal Services,2011-04-30,2013-07-06,false,2013-07-06,crm_import
627,1,2806,Pinecrest Partners,Counsel,Legal Services,2008-05-09,2011-04-29,false,2011-04-29,crm_import
628,1,2806,Beacon Legal Group,Associate Counsel,Legal Services,2002-11-25,2008-02-25,false,2008-02-25,crm_import
629,1,2806,Harbor Street Counsel,Managing Counsel,Legal Services,2013-07-07,,true,2018-03-17,profile_enrichment
630,1,5930,Mariner Media Group,President,Media,2013-01-06,,true,2018-05-13,crm_import
631,1,3139,Cedar Ridge Education,Professor,Education,2014-08-06,,true,2017-08-17,crm_import
632,1,6499,Arcfield Medical,Chief Operating Officer,Healthcare,2016-12-18,,true,2019-01-22,profile_enrichment
633,1,1390,Mariner Labs,Senior Software Engineer,Technology,2019-11-13,2025-08-27,false,2025-08-27,profile_enrichment
634,1,1390,Blue Lantern Technologies,Software Engineer,Technology,2016-12-27,2019-11-12,false,2019-11-12,crm_import
635,1,1390,Mariner Labs,Analyst,Technology,2013-04-03,2016-12-26,false,2016-12-26,crm_import
636,1,1390,Mariner Labs,Engineering Manager,Technology,2025-08-28,,true,2026-03-12,crm_import
637,1,9261,CivicWorks Collaborative,,Nonprofit,2015-07-02,,true,2021-10-11,profile_enrichment
638,1,17480,Redwood Creative,Managing Director,Media,2022-02-09,2025-08-10,false,2025-08-10,crm_import
639,1,17480,Redwood Creative,Program Director,Media,2016-11-19,2020-09-23,false,2020-09-23,profile_enrichment
640,1,17480,Redwood Creative,President,Media,2025-08-11,,true,2025-10-13,profile_enrichment
641,1,2484,Harbor Street Counsel,Counsel,Legal Services,2023-01-22,2025-12-03,false,2025-12-03,crm_import
642,1,2484,Beacon Legal Group,Associate Counsel,Legal Services,2019-08-17,2023-01-21,false,2023-01-21,crm_import
643,1,2484,Pinecrest Partners,Legal Analyst,Legal Services,2014-03-13,2019-08-16,false,2019-08-16,crm_import
644,1,2484,Harbor Street Counsel,Senior Counsel,Legal Services,2025-12-04,,true,2026-02-28,profile_enrichment
645,1,10235,Beacon Software Group,Vice President of Engineering,Technology,2016-09-25,2022-01-21,false,2022-01-21,crm_import
646,1,10235,Beacon Software Group,Director of Engineering,Technology,2012-11-17,2016-09-24,false,2016-09-24,crm_import
647,1,10235,Blue Lantern Technologies,Chief Technology Officer,Technology,2022-01-22,,true,2022-10-10,profile_enrichment
648,1,17295,Redwood Holdings,Senior Operations Manager,Manufacturing,2014-08-01,,true,2018-06-20,profile_enrichment
649,1,9537,Juniper Education Group,Associate Professor,Education,2005-12-24,2011-07-05,false,2011-07-05,crm_import
650,1,9537,Northbridge Academy,Assistant Professor,Education,2003-07-14,2005-12-23,false,2005-12-23,crm_import
651,1,9537,Cedar Ridge Education,Lecturer,Education,1998-11-11,2003-07-13,false,2003-07-13,crm_import
652,1,9537,Open Learning Network,Professor,Education,2011-07-06,,true,2014-10-14,profile_enrichment
653,1,3461,Arcfield Manufacturing,Director of Operations,Manufacturing,2023-11-01,,true,2024-09-28,profile_enrichment
654,1,2256,Harbor Street Counsel,General Counsel,Legal Services,2014-05-17,,true,2025-03-25,profile_enrichment
655,1,3419,Cedar Ridge Education,Department Chair,Education,2016-04-03,,true,2026-04-22,crm_import
656,1,17274,Lakeshore Media,Senior Producer,Media,2020-10-31,,true,2024-02-23,profile_enrichment
657,1,10626,Mariner Labs,Director of Engineering,Technology,2013-12-01,2019-10-06,false,2019-10-06,crm_import
658,1,10626,Blue Lantern Technologies,Engineering Manager,Technology,2010-02-05,2013-11-30,false,2013-11-30,crm_import
659,1,10626,Mariner Labs,Vice President of Engineering,Technology,2019-10-07,,true,2025-07-05,crm_import
660,1,17695,Stonebridge Financial,,Financial Services,2022-10-10,,true,2022-11-15,profile_enrichment
661,1,7312,Arcfield Medical,Director of Operations,Healthcare,2017-02-14,2022-10-18,false,2022-10-18,profile_enrichment
662,1,7312,Harborline Health,Senior Program Manager,Healthcare,2022-10-19,,true,2024-02-20,profile_enrichment
663,1,13323,Juniper Education Group,Dean,Education,2015-04-08,,true,2023-10-13,profile_enrichment
664,1,9744,Community Innovation Council,Program Manager,Nonprofit,2012-02-18,,true,2015-09-19,profile_enrichment
665,1,12991,Mariner Labs,Director of Engineering,Technology,2014-03-21,2017-09-22,false,2017-09-22,profile_enrichment
666,1,12991,Blue Lantern Technologies,Vice President of Engineering,Technology,2019-01-23,,true,2025-02-03,crm_import
667,1,3275,Redwood Creative,Producer,Media,2018-05-28,2020-06-06,false,2020-06-06,crm_import
668,1,3275,Orchard Studio,Coordinator,Media,2014-03-19,2018-05-27,false,2018-05-27,profile_enrichment
669,1,3275,Orchard Studio,Senior Producer,Media,2020-08-04,,true,2025-08-03,crm_import
670,1,4244,Open Learning Network,Board Member,Consulting,2008-07-14,2011-06-02,false,2011-06-02,profile_enrichment
671,1,4244,Harborline Health,Chief Operating Officer,Healthcare,2011-02-02,,true,2024-01-05,profile_enrichment
672,1,6576,Summit Grove Partners,Analyst,Financial Services,2020-02-14,2025-06-18,false,2025-06-18,profile_enrichment
673,1,6576,Summit Grove Partners,Analyst,Financial Services,2017-04-04,2020-02-13,false,2020-02-13,crm_import
674,1,6576,Stonebridge Financial,Associate,Financial Services,2025-06-19,,true,2025-06-24,profile_enrichment
675,1,322,Cedar Ridge Education,Professor,Education,2022-12-09,,true,2024-01-22,profile_enrichment
676,1,15465,Lakeshore Media,Program Director,Media,2013-11-14,2018-09-22,false,2018-09-22,profile_enrichment
677,1,15465,Redwood Creative,Managing Director,Media,2018-09-23,,true,2019-04-29,crm_import
678,1,2688,Metro Community Foundation,Volunteer Treasurer,Education,2011-03-20,2013-11-10,false,2013-11-10,profile_enrichment
679,1,2688,Community Innovation Council,Director of Programs,Nonprofit,2013-07-31,,true,2018-06-02,profile_enrichment
680,1,9521,Beacon Legal Group,Senior Counsel,Legal Services,2025-02-20,,true,2026-02-27,profile_enrichment
681,1,982,CivicWorks Collaborative,Vice President of Programs,Nonprofit,2021-07-30,2024-10-10,false,2024-10-10,profile_enrichment
682,1,982,CivicWorks Collaborative,Director of Programs,Nonprofit,2018-09-28,2021-07-29,false,2021-07-29,profile_enrichment
683,1,982,CivicWorks Collaborative,Senior Program Manager,Nonprofit,2015-11-06,2018-09-27,false,2018-09-27,crm_import
684,1,982,CivicWorks Collaborative,Executive Director,Nonprofit,2025-10-13,,true,2026-07-10,profile_enrichment
685,1,7053,Beacon Software Group,Director of Engineering,Technology,2017-01-30,,true,2020-01-12,crm_import
686,1,15784,Pinecrest Partners,Counsel,Legal Services,2011-09-17,,true,2017-07-16,profile_enrichment
687,1,1864,Granite Industrial Group,Operations Manager,Manufacturing,2014-11-09,2020-08-04,false,2020-08-04,crm_import
688,1,1864,Arcfield Manufacturing,Operations Analyst,Manufacturing,2010-07-27,2014-11-08,false,2014-11-08,crm_import
689,1,1864,Arcfield Manufacturing,Senior Operations Manager,Manufacturing,2020-08-05,,true,2025-08-31,profile_enrichment
690,1,463,Summit Grove Partners,Senior Finance Manager,Financial Services,2025-08-14,,true,2025-10-16,profile_enrichment
691,1,15401,Redwood Creative,Senior Producer,Media,2015-07-03,,true,2026-03-11,profile_enrichment
692,1,12500,Harbor Street Counsel,Counsel,Legal Services,2024-07-10,,true,2025-09-06,profile_enrichment
693,1,14902,Clearwater Health Group,Vice President of Operations,Healthcare,2011-11-07,2017-10-31,false,2017-10-31,profile_enrichment
694,1,14902,Clearwater Health Group,Chief Operating Officer,Healthcare,2017-11-01,,true,2018-02-25,profile_enrichment
695,1,2169,Stonebridge Financial,Finance Manager,Financial Services,2022-09-24,2026-04-30,false,2026-04-30,profile_enrichment
696,1,2169,Summit Grove Partners,Associate,Financial Services,2017-08-12,2022-09-23,false,2022-09-23,crm_import
697,1,2169,Stonebridge Financial,Senior Finance Manager,Financial Services,2026-05-01,,true,2026-05-12,profile_enrichment
698,1,8836,Granite Advisory,Associate,Financial Services,2009-10-31,2014-01-02,false,2014-01-02,crm_import
699,1,8836,Stonebridge Financial,,Financial Services,2014-01-03,,true,2014-12-21,profile_enrichment
700,1,13052,Stonebridge Financial,Vice President of Finance,Financial Services,2019-07-14,,true,2023-01-31,profile_enrichment
701,1,5953,Metro Community Foundation,Program Coordinator,Nonprofit,2010-12-27,2013-10-15,false,2013-10-15,crm_import
702,1,5953,Youth Arts Collaborative,Program Coordinator,Nonprofit,2007-06-25,2010-12-26,false,2010-12-26,profile_enrichment
703,1,5953,Community Innovation Council,Program Manager,Nonprofit,2014-07-18,,true,2025-02-16,crm_import
704,1,8731,Cedar & Finch Consulting,Senior Counsel,Legal Services,2026-02-23,,true,2026-03-22,profile_enrichment
705,1,4697,Juniper Education Group,Professor,Education,2021-03-23,2025-01-12,false,2025-01-12,crm_import
706,1,4697,Northbridge Academy,Associate Professor,Education,2019-01-08,2021-03-22,false,2021-03-22,crm_import
707,1,4697,Juniper Education Group,Department Chair,Education,2025-06-30,,true,2025-11-14,profile_enrichment
708,1,7968,Silver Maple Holdings,Associate,Financial Services,2010-07-02,2012-07-18,false,2012-07-18,profile_enrichment
709,1,7968,Summit Grove Partners,,Financial Services,2012-07-19,,true,2022-05-05,crm_import
710,1,15707,Pinecrest Partners,General Counsel,Legal Services,2011-06-11,,true,2012-06-23,profile_enrichment
711,1,1626,Juniper Education Group,Associate Professor,Education,2020-04-13,2024-02-25,false,2024-02-25,crm_import
712,1,1626,Open Learning Network,Assistant Professor,Education,2017-04-25,2019-05-12,false,2019-05-12,profile_enrichment
713,1,1626,Open Learning Network,Lecturer,Education,2014-02-26,2016-04-13,false,2016-04-13,crm_import
714,1,1626,Juniper Education Group,Professor,Education,2024-02-26,,true,2025-08-21,crm_import
715,1,11749,Redwood Creative,Managing Director,Media,2021-10-27,2024-04-03,false,2024-04-03,crm_import
716,1,11749,Mariner Media Group,President,Media,2024-08-27,,true,2025-11-29,profile_enrichment
717,1,5910,Summit Grove Partners,Director of Finance,Financial Services,2011-03-21,,true,2019-08-01,profile_enrichment
718,1,2883,Granite Advisory,Associate,Financial Services,2006-04-03,2012-03-24,false,2012-03-24,profile_enrichment
719,1,2883,Stonebridge Financial,Analyst,Financial Services,2003-10-25,2006-04-02,false,2006-04-02,crm_import
720,1,2883,Summit Grove Partners,Analyst,Financial Services,2001-02-13,2003-10-24,false,2003-10-24,crm_import
721,1,2883,Granite Advisory,Finance Manager,Financial Services,2012-03-25,,true,2013-04-19,crm_import
722,1,12878,Blue Lantern Technologies,Software Engineer,Technology,2009-05-23,2013-10-07,false,2013-10-07,crm_import
723,1,12878,Mariner Labs,Analyst,Technology,2004-06-13,2009-05-22,false,2009-05-22,crm_import
724,1,12878,Northstar Systems,Senior Software Engineer,Technology,2014-07-01,,true,2019-04-08,crm_import
725,1,8014,Harbor Street Counsel,Senior Counsel,Legal Services,2022-03-25,2024-09-07,false,2024-09-07,crm_import
726,1,8014,Cedar & Finch Consulting,Counsel,Legal Services,2019-01-22,2022-03-24,false,2022-03-24,crm_import
727,1,8014,Harbor Street Counsel,Managing Counsel,Legal Services,2025-02-28,,true,2025-06-16,crm_import
728,1,2629,Regional Health Partners,Senior Program Manager,Healthcare,2022-08-22,2025-10-22,false,2025-10-22,profile_enrichment
729,1,2629,Regional Health Partners,Director of Operations,Healthcare,2025-10-23,,true,2026-05-16,profile_enrichment
730,1,3184,Metro Community Foundation,Executive Director,Nonprofit,2010-11-01,2015-11-13,false,2015-11-13,crm_import
731,1,3184,Metro Community Foundation,Director of Programs,Nonprofit,2006-03-30,2010-10-31,false,2010-10-31,crm_import
732,1,3184,Community Innovation Council,Executive Director,Nonprofit,2015-11-14,,true,2023-03-18,profile_enrichment
733,1,20,CivicWorks Collaborative,Director of Programs,Nonprofit,2016-08-05,,true,2019-11-02,profile_enrichment
734,1,14231,Open Learning Network,Associate Professor,Education,2021-07-29,,true,2025-02-16,profile_enrichment
735,1,3001,Lakeshore Media,Program Director,Media,2016-03-22,,true,2022-07-27,profile_enrichment
736,1,16911,Arcfield Medical,Senior Program Manager,Healthcare,2020-11-21,2025-03-21,false,2025-03-21,crm_import
737,1,16911,Arcfield Medical,Director of Operations,Healthcare,2025-03-22,,true,2025-07-09,crm_import
738,1,11784,Beacon Software Group,Vice President of Engineering,Technology,2019-11-12,,true,2021-08-23,crm_import
739,1,14003,Northbridge Academy,Assistant Professor,Education,2016-07-23,2020-02-08,false,2020-02-08,crm_import
740,1,14003,Juniper Education Group,Lecturer,Education,2011-12-28,2016-07-22,false,2016-07-22,profile_enrichment
741,1,14003,Youth Arts Collaborative,Volunteer Treasurer,Nonprofit,2016-06-12,2020-05-24,false,2020-05-24,profile_enrichment
742,1,14003,Open Learning Network,Associate Professor,Education,2020-02-09,,true,2023-11-21,profile_enrichment
743,1,13074,Clearwater Manufacturing,Operations Manager,Manufacturing,2011-09-13,2016-10-24,false,2016-10-24,crm_import
744,1,13074,Redwood Holdings,Senior Operations Manager,Manufacturing,2016-10-25,,true,2017-05-15,profile_enrichment
745,1,9853,Redwood Creative,Program Director,Media,2010-08-21,2014-04-01,false,2014-04-01,crm_import
746,1,9853,Lakeshore Media,Senior Producer,Media,2005-06-15,2010-08-20,false,2010-08-20,crm_import
747,1,9853,Lakeshore Media,Managing Director,Media,2014-04-02,,true,2019-10-01,profile_enrichment
748,1,3553,Cedar & Finch Consulting,Associate Counsel,Legal Services,2017-01-10,2022-08-18,false,2022-08-18,crm_import
749,1,3553,Pinecrest Partners,Legal Analyst,Legal Services,2012-04-24,2017-01-09,false,2017-01-09,profile_enrichment
750,1,3553,Metro Community Foundation,Board Member,Nonprofit,2021-05-28,2023-07-10,false,2023-07-10,profile_enrichment
751,1,3553,Beacon Legal Group,Counsel,Legal Services,2023-02-12,,true,2026-02-28,profile_enrichment
752,1,13362,Juniper Education Group,Assistant Professor,Education,2017-02-01,2021-11-13,false,2021-11-13,profile_enrichment
753,1,13362,Open Learning Network,Board Member,Education,2018-02-28,2022-01-31,false,2022-01-31,profile_enrichment
754,1,13362,Cedar Ridge Education,Associate Professor,Education,2021-11-14,,true,2022-10-15,crm_import
755,1,6031,Clearwater Manufacturing,Operations Manager,Manufacturing,2014-01-22,,true,2025-05-18,profile_enrichment
756,1,14385,Arcfield Manufacturing,Vice President of Operations,Manufacturing,2018-02-08,,true,2024-04-03,crm_import
757,1,6367,Regional Health Partners,Director of Operations,Healthcare,2023-12-27,,true,2026-07-01,crm_import
758,1,5368,Northbridge Academy,Assistant Professor,Education,2024-02-02,,true,2024-11-26,profile_enrichment
759,1,17402,Lakeshore Media,Producer,Media,2011-08-20,2016-11-15,false,2016-11-15,crm_import
760,1,17402,Orchard Studio,Coordinator,Media,2007-08-12,2011-01-04,false,2011-01-04,crm_import
761,1,17402,Mariner Media Group,Senior Producer,Media,2016-11-16,,true,2025-11-29,profile_enrichment
762,1,1663,Harbor Street Counsel,Senior Counsel,Legal Services,2014-03-23,,true,2014-06-20,crm_import
763,1,14128,Cedar Ridge Education,Professor,Education,2020-05-26,2026-05-03,false,2026-05-03,crm_import
764,1,14128,Cedar Ridge Education,Associate Professor,Education,2016-04-11,2020-05-25,false,2020-05-25,crm_import
765,1,14128,Cedar Ridge Education,Department Chair,Education,2026-06-27,,true,2026-08-06,profile_enrichment
766,1,5848,Summit Grove Partners,Chief Financial Officer,Financial Services,2019-11-02,,true,2021-01-16,profile_enrichment
767,1,10094,Mariner Media Group,Program Director,Media,2023-01-03,,true,2025-10-03,crm_import
768,1,8869,Arcfield Medical,Vice President of Operations,Healthcare,2015-09-21,2020-06-03,false,2020-06-03,profile_enrichment
769,1,8869,Regional Health Partners,Director of Operations,Healthcare,2010-07-05,2015-09-20,false,2015-09-20,crm_import
770,1,8869,Arcfield Medical,Chief Operating Officer,Healthcare,2020-06-04,,true,2020-10-23,profile_enrichment
771,1,1115,Silver Maple Holdings,Vice President of Finance,Financial Services,2023-04-12,2025-06-11,false,2025-06-11,crm_import
772,1,1115,Granite Advisory,Director of Finance,Financial Services,2016-10-30,2022-01-01,false,2022-01-01,crm_import
773,1,1115,Silver Maple Holdings,Chief Financial Officer,Financial Services,2025-06-12,,true,2025-11-21,profile_enrichment
774,1,10291,Cedar Ridge Education,Department Chair,Education,2017-01-06,2020-03-21,false,2020-03-21,crm_import
775,1,10291,Open Learning Network,Professor,Education,2013-03-21,2015-10-18,false,2015-10-18,profile_enrichment
776,1,10291,Northbridge Academy,Associate Professor,Education,2008-05-07,2013-03-20,false,2013-03-20,crm_import
777,1,10291,Cedar Ridge Education,Dean,Education,2020-03-22,,true,2022-12-12,profile_enrichment
778,1,2963,Harbor Street Counsel,Associate Counsel,Legal Services,2012-02-16,,true,2019-03-11,crm_import
779,1,8236,Open Learning Network,Professor,Education,2023-12-16,2026-06-19,false,2026-06-19,crm_import
780,1,8236,Northbridge Academy,Associate Professor,Education,2018-11-15,2023-12-15,false,2023-12-15,crm_import
781,1,8236,Cedar Ridge Education,Department Chair,Education,2026-06-20,,true,2026-08-29,crm_import
782,1,19307,Stonebridge Financial,Senior Finance Manager,Financial Services,2016-02-08,2020-04-16,false,2020-04-16,crm_import
783,1,19307,Granite Advisory,Finance Manager,Financial Services,2011-06-12,2015-09-08,false,2015-09-08,profile_enrichment
784,1,19307,Stonebridge Financial,Associate,Financial Services,2005-08-31,2011-06-11,false,2011-06-11,crm_import
785,1,19307,Summit Grove Partners,Director of Finance,Financial Services,2020-11-30,,true,2026-02-05,profile_enrichment
786,1,8215,Clearwater Manufacturing,Senior Operations Manager,Manufacturing,2015-06-14,2019-09-10,false,2019-09-10,profile_enrichment
787,1,8215,Arcfield Manufacturing,Operations Manager,Manufacturing,2009-09-02,2015-06-13,false,2015-06-13,crm_import
788,1,8215,Arcfield Manufacturing,Director of Operations,Manufacturing,2020-02-10,,true,2025-09-25,crm_import
789,1,8212,Harbor Street Counsel,Managing Counsel,Legal Services,2019-07-02,2023-02-19,false,2023-02-19,crm_import
790,1,8212,Cedar & Finch Consulting,Senior Counsel,Legal Services,2014-02-05,2019-07-01,false,2019-07-01,crm_import
791,1,8212,Cedar & Finch Consulting,Counsel,Legal Services,2008-07-01,2014-02-04,false,2014-02-04,crm_import
792,1,8212,Harbor Street Counsel,,Legal Services,2023-02-20,,true,2026-05-21,profile_enrichment
793,1,501,Cedar & Finch Consulting,Associate Counsel,Legal Services,2020-03-18,2025-08-11,false,2025-08-11,crm_import
794,1,501,Cedar & Finch Consulting,Legal Analyst,Legal Services,2014-08-12,2020-03-17,false,2020-03-17,crm_import
795,1,501,Pinecrest Partners,Legal Analyst,Legal Services,2010-11-03,2014-08-11,false,2014-08-11,crm_import
796,1,501,Harbor Street Counsel,Counsel,Legal Services,2025-08-12,,true,2026-05-03,crm_import
797,1,9801,Open Learning Network,Assistant Professor,Education,2016-08-05,,true,2016-10-02,profile_enrichment
798,1,9612,Cedar & Finch Consulting,Managing Counsel,Legal Services,2024-06-05,,true,2025-09-20,crm_import
799,1,5714,Clearwater Health Group,Director of Operations,Healthcare,2022-10-30,2025-01-28,false,2025-01-28,crm_import
800,1,5714,Arcfield Medical,Senior Program Manager,Healthcare,2016-07-27,2022-05-30,false,2022-05-30,crm_import
801,1,5714,Clearwater Health Group,Vice President of Operations,Healthcare,2025-01-29,,true,2025-06-09,profile_enrichment
802,1,13499,Stonebridge Financial,Senior Finance Manager,Financial Services,2023-01-22,2026-05-23,false,2026-05-23,crm_import
803,1,13499,Silver Maple Holdings,Finance Manager,Financial Services,2019-02-19,2023-01-21,false,2023-01-21,profile_enrichment
804,1,13499,Silver Maple Holdings,Associate,Financial Services,2014-07-07,2019-02-18,false,2019-02-18,crm_import
805,1,13499,Stonebridge Financial,Director of Finance,Financial Services,2026-05-24,,true,2026-08-04,crm_import
806,1,5785,Juniper Education Group,Associate Professor,Education,2023-05-31,2025-10-06,false,2025-10-06,crm_import
807,1,5785,Northbridge Academy,Assistant Professor,Education,2018-12-13,2023-05-30,false,2023-05-30,profile_enrichment
808,1,5785,Juniper Education Group,Lecturer,Education,2016-03-12,2018-12-12,false,2018-12-12,crm_import
809,1,5785,Juniper Education Group,Professor,Education,2025-10-07,,true,2026-04-05,profile_enrichment
810,1,16243,Redwood Holdings,President,Manufacturing,2022-08-02,,true,2024-11-25,crm_import
811,1,4841,Harborline Health,Director of Operations,Healthcare,2016-03-29,,true,2017-01-02,profile_enrichment
812,1,16579,CivicWorks Collaborative,Senior Program Manager,Nonprofit,2017-03-17,,true,2018-01-06,profile_enrichment
813,1,5836,Metro Community Foundation,Senior Program Manager,Nonprofit,2025-12-29,,true,2026-02-21,crm_import
814,1,9981,Cedar & Finch Consulting,Managing Counsel,Legal Services,2014-06-25,,true,2018-10-31,profile_enrichment
815,1,5157,Metro Community Foundation,Senior Program Manager,Nonprofit,2020-01-23,2023-06-08,false,2023-06-08,profile_enrichment
816,1,5157,Community Innovation Council,Program Coordinator,Nonprofit,2012-11-27,2018-08-31,false,2018-08-31,crm_import
817,1,5157,Youth Arts Collaborative,Program Manager,Nonprofit,2023-06-09,,true,2026-07-24,profile_enrichment
818,1,8614,Harborline Health,Vice President of Operations,Healthcare,2011-11-21,,true,2024-01-09,profile_enrichment
819,1,14347,Clearwater Health Group,Program Manager,Healthcare,2013-09-07,,true,2022-05-10,profile_enrichment
820,1,13570,Mariner Media Group,President,Media,2020-05-14,,true,2023-08-14,profile_enrichment
821,1,17991,Beacon Software Group,Director of Engineering,Technology,2018-08-23,,true,2023-12-17,crm_import
822,1,3053,Metro Community Foundation,Director of Programs,Nonprofit,2008-09-25,2013-03-07,false,2013-03-07,crm_import
823,1,3053,Metro Community Foundation,Senior Program Manager,Nonprofit,2005-12-28,2008-09-24,false,2008-09-24,profile_enrichment
824,1,3053,CivicWorks Collaborative,Vice President of Programs,Nonprofit,2013-03-08,,true,2023-11-01,crm_import
825,1,9116,Northbridge Academy,Associate Professor,Education,2020-10-16,,true,2026-05-03,profile_enrichment
826,1,17142,Blue Lantern Technologies,Director of Engineering,Technology,2021-06-11,,true,2023-11-20,profile_enrichment
827,1,6985,Regional Health Partners,Vice President of Operations,Healthcare,2009-01-13,2013-11-25,false,2013-11-25,profile_enrichment
828,1,6985,Arcfield Medical,Director of Operations,Healthcare,2004-07-07,2009-01-12,false,2009-01-12,crm_import
829,1,6985,Regional Health Initiative,Part-Time Lecturer,Consulting,2011-03-27,2014-01-05,false,2014-01-05,profile_enrichment
830,1,6985,Clearwater Health Group,Chief Operating Officer,Healthcare,2013-11-26,,true,2022-05-06,profile_enrichment
831,1,18599,Summit Grove Partners,Chief Financial Officer,Financial Services,2009-04-10,2014-09-15,false,2014-09-15,profile_enrichment
832,1,18599,Stonebridge Financial,Senior Finance Manager,Financial Services,2006-06-01,2009-04-09,false,2009-04-09,profile_enrichment
833,1,18599,Summit Grove Partners,Vice President of Finance,Financial Services,2014-09-16,,true,2020-01-19,crm_import
834,1,7775,Beacon Legal Group,Senior Counsel,Legal Services,2012-10-12,,true,2020-04-25,profile_enrichment
835,1,10365,Pinecrest Partners,Counsel,Legal Services,2010-03-03,2012-09-10,false,2012-09-10,crm_import
836,1,10365,Beacon Legal Group,Senior Counsel,Legal Services,2013-09-03,,true,2020-03-24,crm_import
837,1,511,Harborline Health,Senior Program Manager,Healthcare,2022-08-05,,true,2025-04-09,profile_enrichment
838,1,15889,Beacon Software Group,Software Engineer,Technology,2014-02-19,,true,2018-06-16,profile_enrichment
839,1,16588,Regional Health Partners,Program Manager,Healthcare,2011-08-28,,true,2025-10-19,profile_enrichment
840,1,5992,Metro Community Foundation,Part-Time Lecturer,Consulting,2020-10-28,2025-04-10,false,2025-04-10,profile_enrichment
841,1,5992,Open Learning Network,Dean,Education,2024-10-15,,true,2026-07-04,crm_import
842,1,9622,Metro Community Foundation,Senior Program Manager,Nonprofit,2025-03-09,,true,2025-04-17,profile_enrichment
843,1,10110,Granite Industrial Group,Vice President of Operations,Manufacturing,2015-02-28,2019-05-31,false,2019-05-31,crm_import
844,1,10110,Arcfield Manufacturing,Director of Operations,Manufacturing,2011-05-03,2015-02-27,false,2015-02-27,profile_enrichment
845,1,10110,Granite Industrial Group,Senior Operations Manager,Manufacturing,2007-12-17,2011-05-02,false,2011-05-02,crm_import
846,1,10110,Redwood Holdings,President,Manufacturing,2019-06-01,,true,2025-02-05,crm_import
847,1,11961,Arcfield Manufacturing,Operations Analyst,Manufacturing,2013-07-10,2016-06-01,false,2016-06-01,crm_import
848,1,11961,Arcfield Manufacturing,Operations Analyst,Manufacturing,2009-02-18,2013-07-09,false,2013-07-09,crm_import
849,1,11961,Arcfield Manufacturing,Operations Analyst,Manufacturing,2003-07-28,2008-01-21,false,2008-01-21,profile_enrichment
850,1,11961,Redwood Holdings,Operations Manager,Manufacturing,2017-08-10,,true,2023-02-24,profile_enrichment
851,1,9930,Redwood Creative,Program Director,Media,2021-09-25,2025-07-21,false,2025-07-21,crm_import
