id,school_id,constituent_id,affiliation_type,raw_affiliation_value,start_year,end_year,is_primary,record_source
6399,1,11578,alumni,Graduate,2010,2014,true,crm_import
6400,1,11578,parent,Parent - Undergraduate,2026,,false,crm_import
6401,1,14413,alumni,Former Student,2022,2026,true,online
6402,1,18978,alumni,Alumnus/Alumna,1992,1996,true,online
6403,1,18978,parent,Parent,2018,2022,false,online
6404,1,15326,alumni,Graduate,1965,1969,true,advancement_entry
6405,1,15326,employee,Faculty/Staff,1977,,false,advancement_entry
6406,1,14038,alumni,Alumni Record,2012,2016,true,crm_import
6407,1,7537,alumni,Former Student,1994,1998,true,crm_import
6408,1,7537,employee,Employee,2006,,false,crm_import
6409,1,13487,alumni,Graduate,2009,2013,true,crm_import
6410,1,13487,employee,Faculty/Staff,2021,,false,crm_import
6411,1,10268,alumni,Alumni Record,1967,1971,true,crm_import
6412,1,5909,alumni,Graduate,1972,1976,true,crm_import
6413,1,5407,alumni,Former Student,2009,2013,true,crm_import
6414,1,19004,alumni,Graduate,2003,2007,true,crm_import
6415,1,1630,alumni,Graduate,2002,2006,true,online
6416,1,1630,parent,Parent/Guardian,2026,,false,online
6417,1,8969,alumni,Former Student,2001,2005,true,online
6418,1,2403,alumni,Former Student,1977,1981,true,advancement_entry
6419,1,2403,parent,Current Parent,2003,,false,advancement_entry
6420,1,2403,employee,Current Faculty,1989,,false,advancement_entry
6421,1,16841,alumni,Former Student,1949,1953,true,crm_import
6422,1,9481,alumni,Alumni Record,1957,1961,true,crm_import
6423,1,4055,alumni,Alumni Record,2008,2012,true,crm_import
6424,1,18818,alumni,Alumni Record,1981,1985,true,crm_import
6425,1,7729,alumni,Former Student,1964,1968,true,crm_import
6426,1,4552,alumni,Alumnus/Alumna,2011,2015,true,crm_import
6427,1,4552,parent,Parent/Guardian,2026,2026,false,crm_import
6428,1,19384,alumni,Alumni Record,1996,2000,true,crm_import
6429,1,19086,alumni,Former Student,1994,1998,true,online
6430,1,12802,alumni,Graduate,2002,2006,true,online
6431,1,6413,alumni,Alumni Record,1987,1991,true,advancement_entry
6432,1,6413,parent,Parent,2013,,false,advancement_entry
6433,1,13133,alumni,Graduate,1963,1967,true,crm_import
6434,1,9782,alumni,Alumni Record,2001,2005,true,crm_import
6435,1,9782,parent,Parent,2026,,false,crm_import
6436,1,1544,alumni,Graduate,1976,1980,true,crm_import
6437,1,6132,alumni,Alumni Record,2017,2021,true,crm_import
6438,1,14677,alumni,Graduate,2005,2009,true,crm_import
6439,1,12320,alumni,Alumni Record,1987,1991,true,crm_import
6440,1,15385,alumni,Alumni Record,1995,1999,true,crm_import
6441,1,17438,alumni,Former Student,1999,2003,true,online
6442,1,89,alumni,Former Student,2002,2006,true,online
6443,1,18298,alumni,Former Student,1997,2001,true,advancement_entry
6444,1,1538,alumni,Former Student,2006,2010,true,crm_import
6445,1,1538,parent,Current Parent,2026,,false,crm_import
6446,1,1538,employee,Faculty/Staff,2018,,false,crm_import
6447,1,1205,alumni,Graduate,1984,1988,true,crm_import
6448,1,1205,parent,Parent,2010,,false,crm_import
6449,1,3694,alumni,Alumni Record,1985,1989,true,crm_import
6450,1,5252,alumni,Alumnus/Alumna,1982,1986,true,crm_import
6451,1,8977,alumni,Alumnus/Alumna,1988,1992,true,crm_import
6452,1,13600,alumni,Graduate,2009,2013,true,crm_import
6453,1,4507,alumni,Alumnus/Alumna,1995,1999,true,crm_import
6454,1,14379,alumni,Alumnus/Alumna,2022,2026,true,online
6455,1,17603,alumni,Graduate,1981,1985,true,online
6456,1,2719,alumni,Alumni Record,1994,1998,true,advancement_entry
6457,1,7678,alumni,Alumni Record,1997,2001,true,crm_import
6458,1,1259,alumni,Graduate,2017,2021,true,crm_import
6459,1,15500,alumni,Graduate,1950,1954,true,crm_import
6460,1,1921,alumni,Graduate,2020,2024,true,crm_import
6461,1,3684,alumni,Graduate,1983,1987,true,crm_import
6462,1,17265,alumni,Former Student,1981,1985,true,crm_import
6463,1,15258,alumni,Graduate,2014,2018,true,crm_import
6464,1,4762,alumni,Alumnus/Alumna,1980,1984,true,online
6465,1,2924,alumni,Former Student,1996,2000,true,online
6466,1,2924,employee,Current Faculty,2008,,false,online
6467,1,8371,alumni,Alumnus/Alumna,1990,1994,true,advancement_entry
6468,1,8371,parent,Parent - Undergraduate,2016,,false,advancement_entry
6469,1,8371,employee,Faculty/Staff,2002,,false,advancement_entry
6470,1,12471,alumni,Former Student,2000,2004,true,crm_import
6471,1,12738,alumni,Alumnus/Alumna,2015,2019,true,crm_import
6472,1,11714,alumni,Former Student,1968,1972,true,crm_import
6473,1,16914,alumni,Alumni Record,1974,1978,true,crm_import
6474,1,5026,alumni,Alumnus/Alumna,1977,1981,true,crm_import
6475,1,11927,alumni,Former Student,1999,2003,true,crm_import
6476,1,11110,alumni,Alumni Record,2011,2015,true,crm_import
6477,1,11110,parent,Parent,2026,,false,crm_import
6478,1,3907,alumni,Alumni Record,1998,2002,true,online
6479,1,15375,alumni,Former Student,2003,2007,true,online
6480,1,14764,alumni,Graduate,2008,2012,true,advancement_entry
6481,1,2456,alumni,Graduate,1997,2001,true,crm_import
6482,1,9053,alumni,Former Student,1995,1999,true,crm_import
6483,1,9053,employee,Faculty/Staff,2007,,false,crm_import
6484,1,18285,alumni,Alumni Record,2000,2004,true,crm_import
6485,1,1305,alumni,Alumnus/Alumna,2008,2012,true,crm_import
6486,1,1305,parent,Parent/Guardian,2026,,false,crm_import
6487,1,3918,alumni,Graduate,2011,2015,true,crm_import
6488,1,8183,alumni,Alumni Record,2004,2008,true,crm_import
6489,1,8183,parent,Parent,2026,,false,crm_import
6490,1,11317,alumni,Alumni Record,1953,1957,true,crm_import
6491,1,11317,parent,Current Parent,1979,,false,crm_import
6492,1,12149,alumni,Former Student,2022,2026,true,online
6493,1,11328,alumni,Graduate,2022,2026,true,online
6494,1,17346,alumni,Alumni Record,1962,1966,true,advancement_entry
6495,1,8803,alumni,Former Student,2003,2007,true,crm_import
6496,1,524,alumni,Alumni Record,1953,1957,true,crm_import
6497,1,6141,alumni,Graduate,2016,2020,true,crm_import
6498,1,6939,alumni,Alumnus/Alumna,1960,1964,true,crm_import
6499,1,8667,alumni,Alumnus/Alumna,1997,2001,true,crm_import
6500,1,8667,parent,Parent/Guardian,2023,2026,false,crm_import
6501,1,6593,alumni,Alumni Record,2000,2004,true,crm_import
6502,1,4515,alumni,Former Student,2014,2018,true,crm_import
6503,1,17543,alumni,Graduate,1987,1991,true,online
6504,1,17543,employee,Current Faculty,1999,,false,online
6505,1,10516,alumni,Graduate,1976,1980,true,online
6506,1,565,alumni,Alumnus/Alumna,1996,2000,true,advancement_entry
6507,1,1135,alumni,Alumni Record,1997,2001,true,crm_import
6508,1,706,alumni,Former Student,2006,2010,true,crm_import
6509,1,706,parent,Parent/Guardian,2026,2026,false,crm_import
6510,1,1852,alumni,Alumnus/Alumna,1980,1984,true,crm_import
6511,1,19915,alumni,Alumni Record,1979,1983,true,crm_import
6512,1,18705,alumni,Graduate,1963,1967,true,crm_import
6513,1,18705,parent,Parent - Undergraduate,1989,1993,false,crm_import
6514,1,17931,alumni,Graduate,1968,1972,true,crm_import
6515,1,17931,employee,Employee,1980,,false,crm_import
6516,1,11883,alumni,Alumnus/Alumna,1993,1997,true,crm_import
6517,1,18323,alumni,Graduate,2004,2008,true,online
6518,1,2354,alumni,Former Student,2015,2019,true,online
6519,1,13605,alumni,Former Student,1982,1986,true,advancement_entry
6520,1,9828,alumni,Graduate,2019,2023,true,crm_import
6521,1,9828,employee,Employee,2026,,false,crm_import
6522,1,1677,alumni,Former Student,2008,2012,true,crm_import
6523,1,1677,parent,Current Parent,2026,,false,crm_import
6524,1,4148,alumni,Former Student,1989,1993,true,crm_import
6525,1,4148,parent,Current Parent,2015,,false,crm_import
6526,1,8610,alumni,Graduate,2014,2018,true,crm_import
6527,1,18772,alumni,Graduate,1988,1992,true,crm_import
6528,1,18772,parent,Current Parent,2014,2018,false,crm_import
6529,1,15747,alumni,Alumni Record,1980,1984,true,crm_import
6530,1,15176,alumni,Graduate,2007,2011,true,crm_import
6531,1,18872,alumni,Former Student,1969,1973,true,online
6532,1,2436,alumni,Alumnus/Alumna,2005,2009,true,online
6533,1,3906,alumni,Graduate,1999,2003,true,advancement_entry
6534,1,12184,alumni,Former Student,1973,1977,true,crm_import
6535,1,12184,employee,Employee,1985,,false,crm_import
6536,1,7778,alumni,Alumnus/Alumna,2003,2007,true,crm_import
6537,1,7778,parent,Current Parent,2026,2026,false,crm_import
6538,1,14965,alumni,Graduate,1971,1975,true,crm_import
6539,1,1960,alumni,Former Student,2022,2026,true,crm_import
6540,1,1960,parent,Parent,2026,2026,false,crm_import
6541,1,4296,alumni,Alumni Record,1986,1990,true,crm_import
6542,1,17163,alumni,Graduate,1982,1986,true,crm_import
6543,1,12806,alumni,Graduate,2007,2011,true,crm_import
6544,1,12009,alumni,Alumnus/Alumna,2001,2005,true,online
6545,1,12357,alumni,Graduate,1984,1988,true,online
6546,1,12357,parent,Parent,2010,,false,online
6547,1,4680,alumni,Alumni Record,2000,2004,true,advancement_entry
6548,1,2937,alumni,Former Student,1988,1992,true,crm_import
6549,1,11261,alumni,Alumnus/Alumna,1963,1967,true,crm_import
6550,1,11261,employee,Employee,1975,,false,crm_import
6551,1,3042,alumni,Graduate,1974,1978,true,crm_import
6552,1,4381,alumni,Alumni Record,1989,1993,true,crm_import
6553,1,4381,parent,Parent - Undergraduate,2015,,false,crm_import
6554,1,18424,alumni,Former Student,2012,2016,true,crm_import
6555,1,18424,parent,Current Parent,2026,,false,crm_import
6556,1,10148,alumni,Graduate,1996,2000,true,crm_import
6557,1,1071,alumni,Alumni Record,2015,2019,true,crm_import
6558,1,17310,alumni,Former Student,1987,1991,true,online
6559,1,17310,parent,Parent,2013,,false,online
6560,1,2112,alumni,Former Student,2017,2021,true,online
6561,1,2112,parent,Parent,2026,2026,false,online
6562,1,6357,alumni,Former Student,1997,2001,true,advancement_entry
6563,1,1414,alumni,Alumnus/Alumna,1988,1992,true,crm_import
6564,1,18360,alumni,Former Student,2001,2005,true,crm_import
6565,1,17826,alumni,Former Student,1966,1970,true,crm_import
6566,1,18211,alumni,Alumnus/Alumna,1967,1971,true,crm_import
6567,1,18211,parent,Parent,1993,,false,crm_import
6568,1,10633,alumni,Graduate,2009,2013,true,crm_import
6569,1,2187,alumni,Alumni Record,2003,2007,true,crm_import
6570,1,17051,alumni,Alumni Record,2022,2026,true,crm_import
6571,1,2065,alumni,Alumnus/Alumna,1969,1973,true,online
6572,1,18115,alumni,Alumnus/Alumna,1991,1995,true,online
6573,1,13781,alumni,Alumni Record,2000,2004,true,advancement_entry
6574,1,13781,employee,Employee,2012,,false,advancement_entry
6575,1,6800,alumni,Former Student,1949,1953,true,crm_import
6576,1,9980,alumni,Alumnus/Alumna,2011,2015,true,crm_import
6577,1,11963,alumni,Graduate,2005,2009,true,crm_import
6578,1,11963,parent,Parent - Undergraduate,2026,,false,crm_import
6579,1,16455,alumni,Alumnus/Alumna,1987,1991,true,crm_import
6580,1,17014,alumni,Former Student,1980,1984,true,crm_import
6581,1,11801,alumni,Graduate,1992,1996,true,crm_import
6582,1,3245,alumni,Alumnus/Alumna,2016,2020,true,crm_import
6583,1,12773,alumni,Graduate,2020,2024,true,online
6584,1,15397,alumni,Former Student,1989,1993,true,online
6585,1,8596,alumni,Alumnus/Alumna,1949,1953,true,advancement_entry
6586,1,8596,parent,Parent - Undergraduate,1975,,false,advancement_entry
6587,1,8596,employee,Current Faculty,1961,,false,advancement_entry
6588,1,5448,alumni,Alumnus/Alumna,2008,2012,true,crm_import
6589,1,5448,parent,Parent - Undergraduate,2026,,false,crm_import
6590,1,7187,alumni,Alumnus/Alumna,2022,2026,true,crm_import
6591,1,9395,alumni,Alumni Record,2014,2018,true,crm_import
6592,1,9395,parent,Parent - Undergraduate,2026,2026,false,crm_import
6593,1,3526,alumni,Former Student,2002,2006,true,crm_import
6594,1,10560,alumni,Alumnus/Alumna,2008,2012,true,crm_import
6595,1,7686,alumni,Former Student,2017,2021,true,crm_import
6596,1,7463,alumni,Alumni Record,1972,1976,true,crm_import
6597,1,5343,alumni,Graduate,2005,2009,true,online
6598,1,955,alumni,Former Student,1965,1969,true,online
6599,1,955,employee,Faculty/Staff,1977,,false,online
6600,1,19968,alumni,Graduate,1980,1984,true,advancement_entry
6601,1,10451,alumni,Alumni Record,2009,2013,true,crm_import
6602,1,10451,parent,Current Parent,2026,,false,crm_import
6603,1,3045,alumni,Alumni Record,2004,2008,true,crm_import
6604,1,3045,parent,Parent,2026,2026,false,crm_import
6605,1,18382,alumni,Alumnus/Alumna,1963,1967,true,crm_import
6606,1,19352,alumni,Alumni Record,1952,1956,true,crm_import
6607,1,19352,parent,Parent,1978,,false,crm_import
6608,1,2434,alumni,Former Student,1985,1989,true,crm_import
6609,1,2434,parent,Parent,2011,,false,crm_import
6610,1,759,alumni,Alumni Record,1969,1973,true,crm_import
6611,1,759,parent,Parent - Undergraduate,1995,,false,crm_import
6612,1,14750,alumni,Alumni Record,2003,2007,true,crm_import
6613,1,18885,alumni,Alumnus/Alumna,2002,2006,true,online
6614,1,18885,parent,Parent,2026,,false,online
6615,1,12918,alumni,Alumnus/Alumna,2015,2019,true,online
6616,1,2628,alumni,Graduate,1996,2000,true,advancement_entry
6617,1,17569,alumni,Alumnus/Alumna,2003,2007,true,crm_import
6618,1,8802,alumni,Former Student,1959,1963,true,crm_import
6619,1,8813,alumni,Alumnus/Alumna,2001,2005,true,crm_import
6620,1,14939,alumni,Graduate,1957,1961,true,crm_import
6621,1,14939,parent,Parent/Guardian,1983,1987,false,crm_import
6622,1,16909,alumni,Former Student,1978,1982,true,crm_import
6623,1,5346,alumni,Graduate,2009,2013,true,crm_import
6624,1,13,alumni,Alumnus/Alumna,2013,2017,true,crm_import
6625,1,13,parent,Parent - Undergraduate,2026,2026,false,crm_import
6626,1,3141,alumni,Former Student,2007,2011,true,online
6627,1,3769,alumni,Alumni Record,1988,1992,true,online
6628,1,3786,alumni,Former Student,1963,1967,true,advancement_entry
6629,1,3786,parent,Parent,1989,1993,false,advancement_entry
6630,1,203,alumni,Former Student,2013,2017,true,crm_import
6631,1,203,parent,Parent - Undergraduate,2026,2026,false,crm_import
6632,1,18469,alumni,Former Student,1981,1985,true,crm_import
6633,1,18469,parent,Parent - Undergraduate,2007,,false,crm_import
6634,1,452,alumni,Former Student,2022,2026,true,crm_import
6635,1,452,parent,Current Parent,2026,,false,crm_import
6636,1,19168,alumni,Alumnus/Alumna,2005,2009,true,crm_import
6637,1,1231,alumni,Alumni Record,1997,2001,true,crm_import
6638,1,4150,alumni,Alumni Record,2010,2014,true,crm_import
6639,1,6107,alumni,Graduate,2014,2018,true,crm_import
6640,1,18799,alumni,Alumnus/Alumna,2020,2024,true,online
6641,1,6157,alumni,Alumnus/Alumna,1992,1996,true,online
6642,1,9640,alumni,Alumni Record,2006,2010,true,advancement_entry
6643,1,7119,alumni,Alumni Record,1989,1993,true,crm_import
6644,1,7119,parent,Current Parent,2015,,false,crm_import
6645,1,18107,alumni,Graduate,2002,2006,true,crm_import
6646,1,18107,parent,Parent,2026,2026,false,crm_import
6647,1,8026,alumni,Former Student,1968,1972,true,crm_import
6648,1,1562,alumni,Alumnus/Alumna,2018,2022,true,crm_import
6649,1,1562,parent,Parent/Guardian,2026,2026,false,crm_import
6650,1,19740,alumni,Alumni Record,1999,2003,true,crm_import
6651,1,19740,parent,Parent - Undergraduate,2025,,false,crm_import
6652,1,19878,alumni,Alumni Record,2012,2016,true,crm_import
6653,1,4159,alumni,Alumnus/Alumna,1954,1958,true,crm_import
6654,1,4159,employee,Faculty/Staff,1966,,false,crm_import
6655,1,14548,alumni,Alumnus/Alumna,2000,2004,true,online
6656,1,3474,alumni,Alumnus/Alumna,2007,2011,true,online
6657,1,18902,alumni,Alumni Record,2007,2011,true,advancement_entry
6658,1,3929,alumni,Former Student,1995,1999,true,crm_import
6659,1,16402,alumni,Alumnus/Alumna,1960,1964,true,crm_import
6660,1,17352,alumni,Alumni Record,1988,1992,true,crm_import
6661,1,17352,parent,Current Parent,2014,,false,crm_import
6662,1,7462,alumni,Former Student,1973,1977,true,crm_import
6663,1,7462,parent,Parent,1999,,false,crm_import
6664,1,11532,alumni,Former Student,1973,1977,true,crm_import
6665,1,16520,alumni,Graduate,1967,1971,true,crm_import
6666,1,8757,alumni,Alumni Record,2000,2004,true,crm_import
6667,1,16287,alumni,Alumni Record,2021,2025,true,online
6668,1,16287,parent,Parent,2026,,false,online
6669,1,12624,alumni,Former Student,1997,2001,true,online
6670,1,13360,alumni,Alumnus/Alumna,1959,1963,true,advancement_entry
6671,1,10719,alumni,Graduate,2014,2018,true,crm_import
6672,1,6328,alumni,Alumni Record,1997,2001,true,crm_import
6673,1,6328,parent,Parent,2023,2026,false,crm_import
6674,1,8067,alumni,Former Student,1963,1967,true,crm_import
6675,1,17463,alumni,Alumnus/Alumna,1952,1956,true,crm_import
6676,1,6038,alumni,Alumnus/Alumna,2015,2019,true,crm_import
6677,1,6038,parent,Parent - Undergraduate,2026,2026,false,crm_import
6678,1,14280,alumni,Alumnus/Alumna,2005,2009,true,crm_import
6679,1,14280,employee,Employee,2017,,false,crm_import
6680,1,8624,alumni,Graduate,1957,1961,true,crm_import
6681,1,10615,alumni,Former Student,2008,2012,true,online
6682,1,1539,alumni,Alumnus/Alumna,1991,1995,true,online
6683,1,17914,alumni,Former Student,2005,2009,true,advancement_entry
6684,1,10653,alumni,Alumnus/Alumna,1995,1999,true,crm_import
6685,1,12597,alumni,Alumni Record,1994,1998,true,crm_import
6686,1,12597,employee,Faculty/Staff,2006,,false,crm_import
6687,1,12348,alumni,Alumnus/Alumna,2013,2017,true,crm_import
6688,1,13603,alumni,Graduate,2007,2011,true,crm_import
6689,1,13603,parent,Parent - Undergraduate,2026,,false,crm_import
6690,1,13920,alumni,Former Student,1980,1984,true,crm_import
6691,1,18909,alumni,Alumni Record,2015,2019,true,crm_import
6692,1,18020,alumni,Former Student,2003,2007,true,crm_import
6693,1,18020,parent,Parent,2026,2026,false,crm_import
6694,1,3714,alumni,Alumni Record,1976,1980,true,online
6695,1,14840,alumni,Former Student,1979,1983,true,online
6696,1,14840,parent,Current Parent,2005,,false,online
6697,1,14840,employee,Faculty/Staff,1991,,false,online
6698,1,4998,alumni,Former Student,2019,2023,true,advancement_entry
6699,1,9431,alumni,Alumnus/Alumna,1978,1982,true,crm_import
6700,1,9431,parent,Parent - Undergraduate,2004,2008,false,crm_import
6701,1,4402,alumni,Alumni Record,2000,2004,true,crm_import
6702,1,4402,parent,Parent - Undergraduate,2026,2026,false,crm_import
6703,1,18950,alumni,Former Student,1973,1977,true,crm_import
6704,1,18950,parent,Parent,1999,2003,false,crm_import
6705,1,7785,alumni,Alumnus/Alumna,1997,2001,true,crm_import
6706,1,11096,alumni,Alumni Record,1948,1952,true,crm_import
6707,1,172,alumni,Former Student,2000,2004,true,crm_import
6708,1,6815,alumni,Alumnus/Alumna,2008,2012,true,crm_import
6709,1,13638,alumni,Alumni Record,1987,1991,true,online
6710,1,4065,alumni,Graduate,2005,2009,true,online
6711,1,16149,alumni,Graduate,2011,2015,true,advancement_entry
6712,1,16149,parent,Parent/Guardian,2026,2026,false,advancement_entry
6713,1,18630,alumni,Alumni Record,2007,2011,true,crm_import
6714,1,19337,alumni,Alumni Record,1965,1969,true,crm_import
6715,1,19337,parent,Parent/Guardian,1991,1995,false,crm_import
6716,1,13747,alumni,Former Student,2009,2013,true,crm_import
6717,1,6483,alumni,Graduate,2001,2005,true,crm_import
6718,1,6483,employee,Employee,2013,,false,crm_import
6719,1,12741,alumni,Former Student,2007,2011,true,crm_import
6720,1,743,alumni,Former Student,1997,2001,true,crm_import
6721,1,10910,alumni,Alumnus/Alumna,2003,2007,true,crm_import
6722,1,10909,alumni,Alumnus/Alumna,1975,1979,true,online
6723,1,10909,employee,Current Faculty,1987,,false,online
6724,1,308,alumni,Graduate,1978,1982,true,online
6725,1,15619,alumni,Former Student,2000,2004,true,advancement_entry
6726,1,4226,alumni,Former Student,1993,1997,true,crm_import
6727,1,12461,alumni,Alumni Record,1996,2000,true,crm_import
6728,1,12461,parent,Parent/Guardian,2022,,false,crm_import
6729,1,1644,alumni,Alumni Record,1954,1958,true,crm_import
6730,1,1644,employee,Employee,1966,,false,crm_import
6731,1,3319,alumni,Alumnus/Alumna,1977,1981,true,crm_import
6732,1,3319,parent,Current Parent,2003,,false,crm_import
6733,1,8878,alumni,Graduate,1985,1989,true,crm_import
6734,1,3641,alumni,Alumni Record,1999,2003,true,crm_import
6735,1,12839,alumni,Graduate,1957,1961,true,crm_import
6736,1,16533,alumni,Alumnus/Alumna,1982,1986,true,online
6737,1,11543,alumni,Former Student,1984,1988,true,online
6738,1,18488,alumni,Alumnus/Alumna,2004,2008,true,advancement_entry
6739,1,18488,employee,Current Faculty,2016,,false,advancement_entry
6740,1,10007,alumni,Alumnus/Alumna,1986,1990,true,crm_import
6741,1,6529,alumni,Graduate,1961,1965,true,crm_import
6742,1,9691,alumni,Alumnus/Alumna,1966,1970,true,crm_import
6743,1,9477,alumni,Alumnus/Alumna,2007,2011,true,crm_import
6744,1,14699,alumni,Alumni Record,2011,2015,true,crm_import
6745,1,19765,alumni,Alumni Record,2003,2007,true,crm_import
6746,1,19263,alumni,Alumnus/Alumna,1999,2003,true,crm_import
6747,1,17168,alumni,Alumni Record,1961,1965,true,online
6748,1,17168,parent,Parent/Guardian,1987,,false,online
6749,1,14394,alumni,Graduate,1989,1993,true,online
6750,1,1337,alumni,Graduate,2009,2013,true,advancement_entry
6751,1,11470,alumni,Graduate,2002,2006,true,crm_import
6752,1,3494,alumni,Former Student,1981,1985,true,crm_import
6753,1,3494,employee,Current Faculty,1993,,false,crm_import
6754,1,2142,alumni,Alumni Record,2008,2012,true,crm_import
6755,1,2142,parent,Parent/Guardian,2026,2026,false,crm_import
6756,1,7582,alumni,Former Student,1983,1987,true,crm_import
6757,1,10452,alumni,Alumni Record,1988,1992,true,crm_import
6758,1,10452,parent,Current Parent,2014,,false,crm_import
6759,1,16489,alumni,Former Student,2002,2006,true,crm_import
6760,1,17888,alumni,Alumnus/Alumna,1995,1999,true,crm_import
6761,1,13350,alumni,Graduate,1968,1972,true,online
6762,1,574,alumni,Alumni Record,2001,2005,true,online
6763,1,574,parent,Current Parent,2026,2026,false,online
6764,1,19375,alumni,Former Student,1994,1998,true,advancement_entry
6765,1,9182,alumni,Alumni Record,2014,2018,true,crm_import
6766,1,7944,alumni,Former Student,1983,1987,true,crm_import
6767,1,7944,parent,Parent/Guardian,2009,2013,false,crm_import
6768,1,10392,alumni,Alumnus/Alumna,2005,2009,true,crm_import
6769,1,19245,alumni,Graduate,2007,2011,true,crm_import
6770,1,284,alumni,Alumni Record,1995,1999,true,crm_import
6771,1,14566,alumni,Alumni Record,2006,2010,true,crm_import
6772,1,13045,alumni,Alumni Record,1985,1989,true,crm_import
6773,1,5756,alumni,Alumnus/Alumna,1958,1962,true,online
6774,1,398,alumni,Graduate,1981,1985,true,online
6775,1,9787,alumni,Graduate,2009,2013,true,advancement_entry
6776,1,14365,alumni,Former Student,2022,2026,true,crm_import
6777,1,3934,alumni,Alumni Record,1992,1996,true,crm_import
6778,1,14587,alumni,Alumnus/Alumna,2014,2018,true,crm_import
6779,1,14587,employee,Employee,2026,,false,crm_import
6780,1,16824,alumni,Alumnus/Alumna,1998,2002,true,crm_import
6781,1,1260,alumni,Former Student,1977,1981,true,crm_import
6782,1,1260,parent,Parent/Guardian,2003,2007,false,crm_import
6783,1,504,alumni,Alumnus/Alumna,2000,2004,true,crm_import
6784,1,504,parent,Parent/Guardian,2026,,false,crm_import
6785,1,9993,alumni,Graduate,1983,1987,true,crm_import
6786,1,2393,alumni,Alumni Record,2016,2020,true,online
6787,1,4826,alumni,Alumni Record,1998,2002,true,online
6788,1,4826,parent,Parent - Undergraduate,2024,2026,false,online
6789,1,14536,alumni,Alumnus/Alumna,2011,2015,true,advancement_entry
6790,1,2313,alumni,Graduate,1998,2002,true,crm_import
6791,1,19898,alumni,Alumnus/Alumna,1946,1950,true,crm_import
6792,1,19898,employee,Current Faculty,1958,,false,crm_import
6793,1,12911,alumni,Graduate,1984,1988,true,crm_import
6794,1,12911,parent,Parent/Guardian,2010,,false,crm_import
6795,1,2876,alumni,Graduate,2007,2011,true,crm_import
6796,1,15217,alumni,Alumnus/Alumna,1989,1993,true,crm_import
6797,1,15217,parent,Parent,2015,,false,crm_import
6798,1,16517,alumni,Former Student,1958,1962,true,crm_import
6799,1,10630,alumni,Graduate,2007,2011,true,crm_import
6800,1,5509,alumni,Former Student,2009,2013,true,online
6801,1,13030,alumni,Graduate,1965,1969,true,online
6802,1,13030,parent,Current Parent,1991,,false,online
6803,1,13873,alumni,Graduate,1961,1965,true,advancement_entry
6804,1,13873,parent,Current Parent,1987,,false,advancement_entry
6805,1,7454,alumni,Graduate,1996,2000,true,crm_import
6806,1,406,alumni,Alumnus/Alumna,1972,1976,true,crm_import
6807,1,406,parent,Parent/Guardian,1998,2002,false,crm_import
6808,1,8228,alumni,Alumni Record,1994,1998,true,crm_import
6809,1,1005,alumni,Alumni Record,2005,2009,true,crm_import
6810,1,12971,alumni,Graduate,1968,1972,true,crm_import
6811,1,9451,alumni,Former Student,1971,1975,true,crm_import
6812,1,12228,alumni,Graduate,1996,2000,true,crm_import
6813,1,14644,alumni,Former Student,2003,2007,true,online
6814,1,19659,alumni,Former Student,2015,2019,true,online
6815,1,18231,alumni,Alumnus/Alumna,2008,2012,true,advancement_entry
6816,1,7539,alumni,Alumni Record,1947,1951,true,crm_import
6817,1,10996,alumni,Alumni Record,1999,2003,true,crm_import
6818,1,7401,alumni,Alumni Record,2012,2016,true,crm_import
6819,1,2749,alumni,Alumni Record,1997,2001,true,crm_import
6820,1,3455,alumni,Graduate,2022,2026,true,crm_import
6821,1,16292,alumni,Alumni Record,1999,2003,true,crm_import
6822,1,2043,alumni,Alumnus/Alumna,2000,2004,true,crm_import
6823,1,2043,parent,Parent - Undergraduate,2026,,false,crm_import
6824,1,16862,alumni,Graduate,2004,2008,true,online
6825,1,16862,employee,Employee,2016,,false,online
6826,1,7890,alumni,Graduate,2013,2017,true,online
6827,1,6730,alumni,Alumnus/Alumna,1976,1980,true,advancement_entry
6828,1,14768,alumni,Alumni Record,1994,1998,true,crm_import
6829,1,6250,alumni,Former Student,1995,1999,true,crm_import
6830,1,15048,alumni,Graduate,1986,1990,true,crm_import
6831,1,15048,parent,Parent - Undergraduate,2012,,false,crm_import
6832,1,18645,alumni,Graduate,1999,2003,true,crm_import
6833,1,18645,employee,Faculty/Staff,2011,,false,crm_import
6834,1,16678,alumni,Graduate,2022,2026,true,crm_import
6835,1,12952,alumni,Alumni Record,2000,2004,true,crm_import
6836,1,12952,parent,Parent/Guardian,2026,2026,false,crm_import
6837,1,12231,alumni,Former Student,2022,2026,true,crm_import
6838,1,4401,alumni,Former Student,1994,1998,true,online
6839,1,13451,alumni,Graduate,2005,2009,true,online
6840,1,1927,alumni,Former Student,2006,2010,true,advancement_entry
6841,1,2210,alumni,Alumnus/Alumna,2005,2009,true,crm_import
6842,1,9196,alumni,Alumni Record,1948,1952,true,crm_import
6843,1,9196,employee,Current Faculty,1960,,false,crm_import
6844,1,10830,alumni,Alumni Record,1948,1952,true,crm_import
6845,1,10830,parent,Current Parent,1974,,false,crm_import
6846,1,6349,alumni,Alumnus/Alumna,1997,2001,true,crm_import
6847,1,6349,parent,Current Parent,2023,2026,false,crm_import
6848,1,12531,alumni,Graduate,1976,1980,true,crm_import
